 

stn;time;hto000y0
GRC;1990;6
GRC;1991;12
GRC;1992;7
GRC;1993;5
GRC;1994;10
GRC;1995;16
GRC;1996;8
GRC;1997;8
GRC;1998;3
GRC;1999;14
GRC;2000;11
GRC;2001;7
GRC;2002;4
GRC;2003;6
GRC;2004;10
GRC;2005;12
GRC;2006;12
GRC;2007;4
GRC;2008;11
GRC;2009;17
GRC;2010;11
GRC;2011;7
GRC;2012;15
GRC;2013;13
GRC;2014;11
GRC;2015;4
GRC;2016;10
GRC;2017;4
GRC;2018;19
GRC;2019;7
GRC;2020;5
