 

stn;time;breclod0
SCE;20210414;0
SCE;20210415;0
SCE;20210416;0
SCE;20210417;0
SCE;20210418;0
SCE;20210419;0
SCE;20210420;0
SCE;20210421;7
SCE;20210422;0
SCE;20210423;0
SCE;20210424;0
SCE;20210425;0
SCE;20210426;0
SCE;20210427;0
SCE;20210428;0
SCE;20210429;0
SCE;20210430;0
SCE;20210501;0
SCE;20210502;0
SCE;20210503;0
SCE;20210504;0
SCE;20210505;0
