 

stn;time;rzz150mx
LSN;201310;4.0
LSN;201311;5.3
LSN;201312;1.2
LSN;201401;1.5
LSN;201402;2.4
LSN;201403;1.4
LSN;201404;3.6
LSN;201405;2.1
LSN;201406;5.6
LSN;201407;5.6
LSN;201408;5.8
LSN;201409;1.8
LSN;201410;5.6
LSN;201411;2.4
LSN;201412;0.8
LSN;201501;1.4
LSN;201502;1.1
LSN;201503;1.1
LSN;201504;2.2
LSN;201505;5.1
LSN;201506;4.9
LSN;201507;3.1
LSN;201508;3.4
LSN;201509;3.0
LSN;201510;1.5
LSN;201511;5.4
LSN;201512;0.8
LSN;201601;1.2
LSN;201602;2.0
LSN;201603;2.3
LSN;201604;3.3
LSN;201605;2.5
LSN;201606;5.4
LSN;201607;7.6
LSN;201608;2.2
LSN;201609;4.6
LSN;201610;11.8
LSN;201611;2.6
LSN;201612;0.0
LSN;201701;1.4
LSN;201702;2.6
LSN;201703;1.2
LSN;201704;0.8
LSN;201705;1.4
