Federal Office of Meteorology and Climatology, MeteoSwiss
Operation Center 1
Postfach 257
8058 Zürich-Flughafen

Order number 94071

Filename                                Filetype  Station                              Parameter                                                   Period
order_94071_VSARO_rzz150mx_1_data.txt   Data      Arolla                               Precipitation; maximum ten minute total of the month        201110-201308
order_94071_VSARO_rzz150mx_1_legend.txt Legend    Arolla                               Precipitation; maximum ten minute total of the month        201110-201308
order_94071_VSARO_rzz150mx_2_data.txt   Data      Arolla                               Precipitation; maximum ten minute total of the month        201309-201504
order_94071_VSARO_rzz150mx_2_legend.txt Legend    Arolla                               Precipitation; maximum ten minute total of the month        201309-201504
order_94071_VSARO_rzz150mx_3_data.txt   Data      Arolla                               Precipitation; maximum ten minute total of the month        201505-201510
order_94071_VSARO_rzz150mx_3_legend.txt Legend    Arolla                               Precipitation; maximum ten minute total of the month        201505-201510
order_94071_VSARO_rzz150mx_4_data.txt   Data      Arolla                               Precipitation; maximum ten minute total of the month        201511-202103
order_94071_VSARO_rzz150mx_4_legend.txt Legend    Arolla                               Precipitation; maximum ten minute total of the month        201511-202103
order_94071_ARO_rzz150mx_1_data.txt     Data      Arosa                                Precipitation; maximum ten minute total of the month        201512-201604
order_94071_ARO_rzz150mx_1_legend.txt   Legend    Arosa                                Precipitation; maximum ten minute total of the month        201512-201604
order_94071_ARO_rzz150mx_2_data.txt     Data      Arosa                                Precipitation; maximum ten minute total of the month        201605-202012
order_94071_ARO_rzz150mx_2_legend.txt   Legend    Arosa                                Precipitation; maximum ten minute total of the month        201605-202012
order_94071_ARO_rzz150mx_3_data.txt     Data      Arosa                                Precipitation; maximum ten minute total of the month        202101-202103
order_94071_ARO_rzz150mx_3_legend.txt   Legend    Arosa                                Precipitation; maximum ten minute total of the month        202101-202103
order_94071_VSGDX_rzz150mx_1_data.txt   Data      Barrage Grande Dixence               Precipitation; maximum ten minute total of the month        201109-201308
order_94071_VSGDX_rzz150mx_1_legend.txt Legend    Barrage Grande Dixence               Precipitation; maximum ten minute total of the month        201109-201308
order_94071_VSGDX_rzz150mx_2_data.txt   Data      Barrage Grande Dixence               Precipitation; maximum ten minute total of the month        201309-202103
order_94071_VSGDX_rzz150mx_2_legend.txt Legend    Barrage Grande Dixence               Precipitation; maximum ten minute total of the month        201309-202103
order_94071_BEC_rzz150mx_1_data.txt     Data      Bernina / Curtinatsch                Precipitation; maximum ten minute total of the month        201509-201609
order_94071_BEC_rzz150mx_1_legend.txt   Legend    Bernina / Curtinatsch                Precipitation; maximum ten minute total of the month        201509-201609
order_94071_BEC_rzz150mx_2_data.txt     Data      Bernina / Curtinatsch                Precipitation; maximum ten minute total of the month        201610-201612
order_94071_BEC_rzz150mx_2_legend.txt   Legend    Bernina / Curtinatsch                Precipitation; maximum ten minute total of the month        201610-201612
order_94071_BEC_rzz150mx_3_data.txt     Data      Bernina / Curtinatsch                Precipitation; maximum ten minute total of the month        201701-201811
order_94071_BEC_rzz150mx_3_legend.txt   Legend    Bernina / Curtinatsch                Precipitation; maximum ten minute total of the month        201701-201811
order_94071_BEC_rzz150mx_4_data.txt     Data      Bernina / Curtinatsch                Precipitation; maximum ten minute total of the month        201812-202103
order_94071_BEC_rzz150mx_4_legend.txt   Legend    Bernina / Curtinatsch                Precipitation; maximum ten minute total of the month        201812-202103
order_94071_VSBRI_rzz150mx_1_data.txt   Data      Bricola                              Precipitation; maximum ten minute total of the month        201110-201308
order_94071_VSBRI_rzz150mx_1_legend.txt Legend    Bricola                              Precipitation; maximum ten minute total of the month        201110-201308
order_94071_VSBRI_rzz150mx_2_data.txt   Data      Bricola                              Precipitation; maximum ten minute total of the month        201309-201711
order_94071_VSBRI_rzz150mx_2_legend.txt Legend    Bricola                              Precipitation; maximum ten minute total of the month        201309-201711
order_94071_VSBRI_rzz150mx_3_data.txt   Data      Bricola                              Precipitation; maximum ten minute total of the month        201712-201803
order_94071_VSBRI_rzz150mx_3_legend.txt Legend    Bricola                              Precipitation; maximum ten minute total of the month        201712-201803
order_94071_VSBRI_rzz150mx_4_data.txt   Data      Bricola                              Precipitation; maximum ten minute total of the month        201805-201807
order_94071_VSBRI_rzz150mx_4_legend.txt Legend    Bricola                              Precipitation; maximum ten minute total of the month        201805-201807
order_94071_VSBRI_rzz150mx_5_data.txt   Data      Bricola                              Precipitation; maximum ten minute total of the month        201809-201902
order_94071_VSBRI_rzz150mx_5_legend.txt Legend    Bricola                              Precipitation; maximum ten minute total of the month        201809-201902
order_94071_VSBRI_rzz150mx_6_data.txt   Data      Bricola                              Precipitation; maximum ten minute total of the month        201906-201910
order_94071_VSBRI_rzz150mx_6_legend.txt Legend    Bricola                              Precipitation; maximum ten minute total of the month        201906-201910
order_94071_VSBRI_rzz150mx_7_data.txt   Data      Bricola                              Precipitation; maximum ten minute total of the month        202003-202010
order_94071_VSBRI_rzz150mx_7_legend.txt Legend    Bricola                              Precipitation; maximum ten minute total of the month        202003-202010
order_94071_VSBRU_rzz150mx_1_data.txt   Data      Bruchji                              Precipitation; maximum ten minute total of the month        201212-201305
order_94071_VSBRU_rzz150mx_1_legend.txt Legend    Bruchji                              Precipitation; maximum ten minute total of the month        201212-201305
order_94071_VSBRU_rzz150mx_2_data.txt   Data      Bruchji                              Precipitation; maximum ten minute total of the month        201306-201703
order_94071_VSBRU_rzz150mx_2_legend.txt Legend    Bruchji                              Precipitation; maximum ten minute total of the month        201306-201703
order_94071_VSBRU_rzz150mx_3_data.txt   Data      Bruchji                              Precipitation; maximum ten minute total of the month        201704-201807
order_94071_VSBRU_rzz150mx_3_legend.txt Legend    Bruchji                              Precipitation; maximum ten minute total of the month        201704-201807
order_94071_VSBRU_rzz150mx_4_data.txt   Data      Bruchji                              Precipitation; maximum ten minute total of the month        201808-201811
order_94071_VSBRU_rzz150mx_4_legend.txt Legend    Bruchji                              Precipitation; maximum ten minute total of the month        201808-201811
order_94071_VSBRU_rzz150mx_5_data.txt   Data      Bruchji                              Precipitation; maximum ten minute total of the month        201812-202103
order_94071_VSBRU_rzz150mx_5_legend.txt Legend    Bruchji                              Precipitation; maximum ten minute total of the month        201812-202103
order_94071_BUF_rzz150mx_1_data.txt     Data      Buffalora                            Precipitation; maximum ten minute total of the month        199811-199904
order_94071_BUF_rzz150mx_1_legend.txt   Legend    Buffalora                            Precipitation; maximum ten minute total of the month        199811-199904
order_94071_BUF_rzz150mx_2_data.txt     Data      Buffalora                            Precipitation; maximum ten minute total of the month        199906-200304
order_94071_BUF_rzz150mx_2_legend.txt   Legend    Buffalora                            Precipitation; maximum ten minute total of the month        199906-200304
order_94071_BUF_rzz150mx_3_data.txt     Data      Buffalora                            Precipitation; maximum ten minute total of the month        200312-200409
order_94071_BUF_rzz150mx_3_legend.txt   Legend    Buffalora                            Precipitation; maximum ten minute total of the month        200312-200409
order_94071_BUF_rzz150mx_4_data.txt     Data      Buffalora                            Precipitation; maximum ten minute total of the month        200410-200412
order_94071_BUF_rzz150mx_4_legend.txt   Legend    Buffalora                            Precipitation; maximum ten minute total of the month        200410-200412
order_94071_BUF_rzz150mx_5_data.txt     Data      Buffalora                            Precipitation; maximum ten minute total of the month        200501-200510
order_94071_BUF_rzz150mx_5_legend.txt   Legend    Buffalora                            Precipitation; maximum ten minute total of the month        200501-200510
order_94071_BUF_rzz150mx_6_data.txt     Data      Buffalora                            Precipitation; maximum ten minute total of the month        200512-200605
order_94071_BUF_rzz150mx_6_legend.txt   Legend    Buffalora                            Precipitation; maximum ten minute total of the month        200512-200605
order_94071_BUF_rzz150mx_7_data.txt     Data      Buffalora                            Precipitation; maximum ten minute total of the month        200606-200607
order_94071_BUF_rzz150mx_7_legend.txt   Legend    Buffalora                            Precipitation; maximum ten minute total of the month        200606-200607
order_94071_BUF_rzz150mx_8_data.txt     Data      Buffalora                            Precipitation; maximum ten minute total of the month        200609-201008
order_94071_BUF_rzz150mx_8_legend.txt   Legend    Buffalora                            Precipitation; maximum ten minute total of the month        200609-201008
order_94071_BUF_rzz150mx_9_data.txt     Data      Buffalora                            Precipitation; maximum ten minute total of the month        201011-201506
order_94071_BUF_rzz150mx_9_legend.txt   Legend    Buffalora                            Precipitation; maximum ten minute total of the month        201011-201506
order_94071_BUF_rzz150mx_10_data.txt    Data      Buffalora                            Precipitation; maximum ten minute total of the month        201507-201708
order_94071_BUF_rzz150mx_10_legend.txt  Legend    Buffalora                            Precipitation; maximum ten minute total of the month        201507-201708
order_94071_BUF_rzz150mx_11_data.txt    Data      Buffalora                            Precipitation; maximum ten minute total of the month        201709-202103
