 

stn;time;tnd00xy0
DLVIS;1947;39
DLVIS;1948;17
DLVIS;1949;19
DLVIS;1950;33
DLVIS;1951;5
DLVIS;1952;33
DLVIS;1953;32
DLVIS;1954;28
DLVIS;1955;25
DLVIS;1956;49
DLVIS;1957;18
DLVIS;1958;26
DLVIS;1959;18
DLVIS;1960;24
DLVIS;1961;18
DLVIS;1962;35
DLVIS;1963;51
DLVIS;1964;32
DLVIS;1965;29
DLVIS;1966;21
DLVIS;1967;24
DLVIS;1968;34
DLVIS;1969;44
DLVIS;1970;33
DLVIS;1971;25
DLVIS;1972;20
DLVIS;1973;24
DLVIS;1974;6
DLVIS;1975;15
DLVIS;1976;27
DLVIS;1977;20
DLVIS;1978;34
DLVIS;1979;28
DLVIS;1980;37
DLVIS;1981;37
DLVIS;1982;15
DLVIS;1983;29
DLVIS;1984;26
DLVIS;1985;51
DLVIS;1986;44
DLVIS;1987;47
DLVIS;1988;13
DLVIS;1989;5
DLVIS;1990;19
DLVIS;1991;42
DLVIS;1992;22
DLVIS;1993;32
DLVIS;1994;13
DLVIS;1995;28
DLVIS;1996;41
DLVIS;1997;27
DLVIS;1998;28
DLVIS;1999;29
DLVIS;2000;12
DLVIS;2001;23
DLVIS;2002;12
DLVIS;2003;30
DLVIS;2004;28
DLVIS;2005;43
DLVIS;2006;30
DLVIS;2007;13
DLVIS;2008;19
DLVIS;2009;31
DLVIS;2010;56
DLVIS;2011;20
DLVIS;2012;25
DLVIS;2013;36
DLVIS;2014;4
DLVIS;2015;11
