 

stn;time;rs1000y0
SAE;1883;0
SAE;1884;0
SAE;1885;0
SAE;1886;0
SAE;1887;1
SAE;1888;0
SAE;1889;0
SAE;1890;0
SAE;1891;0
SAE;1892;0
SAE;1893;0
SAE;1894;0
SAE;1895;0
SAE;1896;1
SAE;1897;0
SAE;1898;0
SAE;1899;0
SAE;1900;0
SAE;1901;1
SAE;1902;0
SAE;1903;0
SAE;1904;0
SAE;1905;0
SAE;1906;0
SAE;1907;0
SAE;1908;0
SAE;1909;0
SAE;1910;1
SAE;1911;0
SAE;1912;1
SAE;1913;0
SAE;1914;4
SAE;1915;0
SAE;1916;0
SAE;1917;0
SAE;1918;3
SAE;1919;0
SAE;1920;2
SAE;1921;2
SAE;1922;3
SAE;1923;1
SAE;1924;1
SAE;1925;1
SAE;1926;0
SAE;1927;0
SAE;1928;0
SAE;1929;0
SAE;1930;0
SAE;1931;0
SAE;1932;0
SAE;1933;1
SAE;1934;0
SAE;1935;0
SAE;1936;1
SAE;1937;0
SAE;1938;0
SAE;1939;0
SAE;1940;1
SAE;1941;0
SAE;1942;0
SAE;1943;0
SAE;1944;0
SAE;1945;0
SAE;1946;0
SAE;1947;0
SAE;1948;0
SAE;1949;0
SAE;1950;0
SAE;1951;0
SAE;1952;0
SAE;1953;0
SAE;1954;0
SAE;1955;0
SAE;1956;0
SAE;1957;0
SAE;1958;0
SAE;1959;0
SAE;1960;0
SAE;1961;0
SAE;1962;0
SAE;1963;0
SAE;1964;0
SAE;1965;1
SAE;1966;0
SAE;1967;0
SAE;1968;0
SAE;1969;0
SAE;1970;0
SAE;1971;0
SAE;1972;0
SAE;1973;0
SAE;1974;0
SAE;1975;1
SAE;1976;0
SAE;1977;0
SAE;1978;1
SAE;1979;0
SAE;1980;0
SAE;1981;0
SAE;1982;0
SAE;1983;0
SAE;1984;0
SAE;1985;0
SAE;1986;0
SAE;1987;0
SAE;1988;0
SAE;1989;0
SAE;1990;1
SAE;1991;2
SAE;1992;0
SAE;1993;0
SAE;1994;1
SAE;1995;1
SAE;1996;0
SAE;1997;0
SAE;1998;0
SAE;1999;2
SAE;2000;0
SAE;2001;1
SAE;2002;2
SAE;2003;1
SAE;2004;0
