 

stn;time;tre200y0
CHD;1901;5.2
CHD;1902;5.7
CHD;1903;5.9
CHD;1904;6.4
CHD;1905;5.5
CHD;1906;5.8
CHD;1907;5.7
CHD;1908;5.8
CHD;1909;5.1
CHD;1910;6.0
CHD;1911;6.8
CHD;1912;5.7
CHD;1913;6.4
CHD;1914;5.7
CHD;1915;5.7
CHD;1916;6.1
CHD;1917;4.9
CHD;1918;6.3
CHD;1919;5.3
CHD;1920;6.8
CHD;1921;7.0
CHD;1922;5.4
CHD;1923;6.4
CHD;1924;5.8
CHD;1925;6.3
CHD;1926;6.5
CHD;1927;6.2
CHD;1928;6.7
CHD;1929;5.7
CHD;1930;6.6
CHD;1931;5.9
CHD;1932;6.2
CHD;1933;5.9
CHD;1934;6.8
CHD;1935;6.1
CHD;1936;6.5
CHD;1937;6.6
CHD;1938;6.2
CHD;1939;5.7
CHD;1940;5.3
CHD;1941;5.5
CHD;1942;5.9
CHD;1943;6.7
CHD;1944;5.6
CHD;1945;6.4
CHD;1946;6.5
CHD;1947;7.4
CHD;1948;6.7
CHD;1949;7.0
CHD;1950;6.6
CHD;1951;6.5
CHD;1952;6.1
CHD;1953;6.1
CHD;1954;5.6
CHD;1955;6.0
CHD;1956;4.7
CHD;1957;6.2
CHD;1958;6.2
CHD;1959;7.0
CHD;1960;6.2
CHD;1961;7.1
CHD;1962;5.4
CHD;1963;5.3
CHD;1964;6.4
CHD;1965;5.5
CHD;1966;6.4
CHD;1967;6.2
CHD;1968;6.1
CHD;1969;5.4
CHD;1970;5.8
CHD;1971;6.3
CHD;1972;6.1
CHD;1973;5.9
CHD;1974;6.3
CHD;1975;6.5
CHD;1976;6.4
CHD;1977;6.5
CHD;1978;6.0
CHD;1979;6.5
CHD;1980;5.7
CHD;1981;6.3
CHD;1982;7.4
CHD;1983;7.1
CHD;1984;6.1
CHD;1985;6.1
CHD;1986;6.5
CHD;1987;6.3
CHD;1988;6.9
CHD;1989;7.2
CHD;1990;7.2
CHD;1991;6.6
CHD;1992;7.2
CHD;1993;6.7
CHD;1994;8.1
CHD;1995;6.8
CHD;1996;6.4
CHD;1997;7.4
CHD;1998;6.8
CHD;1999;7.0
CHD;2000;7.5
CHD;2001;7.1
CHD;2002;7.7
CHD;2003;7.6
CHD;2004;7.1
CHD;2005;6.4
CHD;2006;7.4
CHD;2007;7.3
CHD;2008;7.1
CHD;2009;7.4
CHD;2010;6.4
CHD;2011;8.0
CHD;2012;6.8
CHD;2013;6.1
CHD;2014;7.6
CHD;2015;7.6
CHD;2016;7.2
CHD;2017;7.1
CHD;2018;8.2
CHD;2019;7.7
CHD;2020;8.1
