 

stn;time;rzz150mx
AND;200806;8.4
AND;200807;4.0
AND;200808;6.1
AND;200809;2.3
AND;200810;1.2
AND;200811;1.1
AND;200812;3.4
AND;200901;0.8
AND;200902;0.8
AND;200903;0.6
AND;200904;1.0
AND;200905;3.0
AND;200906;2.1
AND;200907;5.3
AND;200908;1.6
AND;200909;1.6
AND;200910;1.8
AND;200911;1.5
AND;200912;1.9
AND;201001;0.4
AND;201002;0.5
AND;201003;2.0
AND;201004;0.6
AND;201005;2.1
AND;201006;2.8
AND;201007;2.8
AND;201008;3.0
AND;201009;3.2
AND;201010;1.7
AND;201011;1.3
AND;201012;0.5
AND;201101;0.3
AND;201102;0.2
AND;201103;0.5
AND;201104;2.7
AND;201105;2.4
AND;201106;2.4
AND;201107;4.4
AND;201108;3.3
AND;201109;3.7
AND;201110;3.6
AND;201111;0.6
AND;201112;0.7
AND;201201;1.6
AND;201202;0.1
AND;201203;1.3
AND;201204;1.2
AND;201205;2.2
AND;201206;3.7
AND;201207;4.2
