 

stn;time;brefard0
KOP;20050601;0
KOP;20050602;0
KOP;20050603;10
KOP;20050604;0
KOP;20050605;0
KOP;20050606;0
KOP;20050607;0
KOP;20050608;0
KOP;20050609;0
KOP;20050610;0
KOP;20050611;0
KOP;20050612;87
KOP;20050613;123
KOP;20050614;1
KOP;20050615;0
KOP;20050616;0
KOP;20050617;0
KOP;20050618;0
KOP;20050619;0
KOP;20050620;0
KOP;20050621;0
KOP;20050622;1
KOP;20050623;21
KOP;20050624;41
KOP;20050625;35
KOP;20050626;0
KOP;20050627;0
KOP;20050628;2
KOP;20050629;126
KOP;20050630;0
KOP;20050701;0
KOP;20050702;0
KOP;20050703;0
KOP;20050704;29
KOP;20050705;7
KOP;20050706;0
KOP;20050707;0
KOP;20050708;0
KOP;20050709;0
KOP;20050710;1
KOP;20050711;1
KOP;20050712;0
KOP;20050713;0
KOP;20050714;0
KOP;20050715;0
KOP;20050716;115
KOP;20050717;2
KOP;20050718;446
KOP;20050719;0
KOP;20050720;0
KOP;20050721;0
KOP;20050722;0
KOP;20050723;0
KOP;20050724;77
KOP;20050725;293
KOP;20050726;0
KOP;20050727;0
KOP;20050728;108
KOP;20050729;226
KOP;20050730;5
KOP;20050731;0
KOP;20050801;0
KOP;20050802;0
KOP;20050803;0
KOP;20050804;0
KOP;20050805;0
KOP;20050806;0
KOP;20050807;1
KOP;20050808;0
KOP;20050809;0
KOP;20050810;0
KOP;20050811;1
KOP;20050812;1
KOP;20050813;0
KOP;20050814;54
KOP;20050815;0
KOP;20050816;0
KOP;20050817;0
KOP;20050818;212
KOP;20050819;14
KOP;20050820;0
KOP;20050821;0
KOP;20050822;0
KOP;20050823;0
KOP;20050824;0
KOP;20050825;0
KOP;20050826;0
KOP;20050827;0
KOP;20050828;0
KOP;20050829;0
KOP;20050830;0
KOP;20050831;0
KOP;20050901;0
KOP;20050902;0
KOP;20050903;0
KOP;20050904;0
KOP;20050905;66
KOP;20050906;0
KOP;20050907;0
KOP;20050908;0
KOP;20050909;31
KOP;20050910;4
KOP;20050911;1
KOP;20050912;0
KOP;20050913;0
KOP;20050914;0
KOP;20050915;0
KOP;20050916;0
KOP;20050917;0
KOP;20050918;0
KOP;20050919;0
KOP;20050920;0
KOP;20050921;0
KOP;20050922;0
KOP;20050923;0
KOP;20050924;0
KOP;20050925;1
KOP;20050926;0
KOP;20050927;0
KOP;20050928;0
KOP;20050929;0
KOP;20050930;0
KOP;20051001;0
KOP;20051002;0
KOP;20051003;0
KOP;20051004;0
KOP;20051005;0
KOP;20051006;0
KOP;20051007;0
KOP;20051008;0
KOP;20051009;0
KOP;20051010;0
KOP;20051011;0
KOP;20051012;0
KOP;20051013;0
KOP;20051014;0
KOP;20051015;0
KOP;20051016;0
KOP;20051017;0
KOP;20051018;0
KOP;20051019;0
KOP;20051020;0
KOP;20051021;0
KOP;20051022;7
KOP;20051023;0
KOP;20051024;0
KOP;20051025;0
KOP;20051026;0
KOP;20051027;0
KOP;20051028;0
KOP;20051029;0
KOP;20051030;0
KOP;20051031;0
KOP;20051101;0
KOP;20051102;0
KOP;20051103;0
KOP;20051104;0
KOP;20051105;0
KOP;20051106;0
KOP;20051107;0
KOP;20051108;0
KOP;20051109;0
KOP;20051110;0
KOP;20051111;0
KOP;20051112;0
KOP;20051113;0
KOP;20051114;0
KOP;20051115;0
KOP;20051116;0
KOP;20051117;0
KOP;20051118;0
KOP;20051119;0
KOP;20051120;0
KOP;20051121;0
KOP;20051122;0
KOP;20051123;0
KOP;20051124;0
KOP;20051125;0
KOP;20051126;1
KOP;20051127;0
KOP;20051128;0
KOP;20051129;0
KOP;20051130;0
KOP;20051201;0
KOP;20051202;0
KOP;20051203;1
KOP;20051204;0
KOP;20051205;0
KOP;20051206;0
KOP;20051207;0
KOP;20051208;0
KOP;20051209;0
KOP;20051210;0
KOP;20051211;0
KOP;20051212;0
KOP;20051213;0
KOP;20051214;0
KOP;20051215;0
KOP;20051216;0
KOP;20051217;0
KOP;20051218;0
KOP;20051219;0
KOP;20051220;0
KOP;20051221;0
KOP;20051222;0
KOP;20051223;0
KOP;20051224;0
KOP;20051225;0
KOP;20051226;0
KOP;20051227;0
KOP;20051228;0
KOP;20051229;0
KOP;20051230;0
KOP;20051231;0
KOP;20060101;0
KOP;20060102;0
KOP;20060103;0
KOP;20060104;0
KOP;20060105;0
KOP;20060106;0
KOP;20060107;0
KOP;20060108;0
KOP;20060109;0
KOP;20060110;0
KOP;20060111;0
KOP;20060112;0
KOP;20060113;0
KOP;20060114;0
KOP;20060115;0
KOP;20060116;0
KOP;20060117;0
KOP;20060118;0
KOP;20060119;0
