 

stn;time;tre200d0
BIL;19590101;4.8
BIL;19590102;2.8
BIL;19590103;2.0
BIL;19590104;-0.2
BIL;19590105;-1.9
BIL;19590106;3.3
BIL;19590107;5.2
BIL;19590108;1.8
BIL;19590109;-0.7
BIL;19590110;-0.8
BIL;19590111;-1.1
BIL;19590112;-1.4
BIL;19590113;-1.7
BIL;19590114;0.5
BIL;19590115;5.7
BIL;19590116;-0.8
BIL;19590117;-4.7
BIL;19590118;-2.7
BIL;19590119;-1.1
BIL;19590120;1.4
BIL;19590121;4.5
BIL;19590122;3.2
BIL;19590123;6.2
BIL;19590124;5.7
BIL;19590125;1.1
BIL;19590126;-0.1
BIL;19590127;0.6
BIL;19590128;0.7
BIL;19590129;-3.2
BIL;19590130;-2.5
BIL;19590131;-2.6
BIL;19590201;-0.2
BIL;19590202;-0.6
BIL;19590203;-1.8
BIL;19590204;-1.8
BIL;19590205;-0.3
BIL;19590206;0.8
BIL;19590207;0.2
BIL;19590208;0.5
BIL;19590209;1.6
BIL;19590210;4.4
BIL;19590211;1.8
BIL;19590212;0.2
BIL;19590213;-1.1
BIL;19590214;-2.1
BIL;19590215;-1.9
BIL;19590216;0.0
BIL;19590217;3.0
BIL;19590218;3.7
BIL;19590219;3.1
BIL;19590220;5.3
BIL;19590221;5.8
BIL;19590222;6.1
BIL;19590223;5.7
BIL;19590224;5.1
BIL;19590225;5.1
BIL;19590226;5.2
BIL;19590227;6.6
BIL;19590228;6.9
BIL;19590301;6.7
BIL;19590302;7.4
BIL;19590303;6.3
BIL;19590304;6.9
BIL;19590305;7.8
BIL;19590306;9.2
BIL;19590307;6.7
BIL;19590308;7.9
BIL;19590309;7.7
BIL;19590310;9.2
BIL;19590311;10.0
BIL;19590312;6.9
BIL;19590313;6.4
BIL;19590314;5.2
BIL;19590315;4.5
BIL;19590316;2.9
BIL;19590317;3.7
BIL;19590318;5.3
BIL;19590319;8.7
BIL;19590320;9.6
BIL;19590321;11.3
BIL;19590322;10.5
BIL;19590323;11.9
BIL;19590324;12.0
BIL;19590325;8.5
BIL;19590326;8.0
BIL;19590327;8.4
BIL;19590328;9.0
BIL;19590329;9.3
BIL;19590330;7.9
BIL;19590331;8.3
BIL;19590401;9.6
BIL;19590402;10.9
BIL;19590403;11.4
BIL;19590404;12.4
BIL;19590405;14.6
BIL;19590406;12.2
BIL;19590407;7.8
BIL;19590408;12.2
BIL;19590409;7.1
BIL;19590410;4.9
BIL;19590411;8.1
BIL;19590412;12.5
BIL;19590413;14.1
BIL;19590414;15.3
BIL;19590415;15.1
BIL;19590416;12.2
BIL;19590417;8.5
BIL;19590418;9.8
BIL;19590419;7.7
BIL;19590420;5.4
BIL;19590421;5.1
BIL;19590422;6.6
BIL;19590423;9.1
BIL;19590424;11.6
BIL;19590425;13.1
BIL;19590426;11.2
BIL;19590427;12.1
BIL;19590428;9.7
BIL;19590429;11.2
BIL;19590430;7.5
BIL;19590501;6.4
BIL;19590502;8.2
BIL;19590503;9.6
BIL;19590504;12.4
BIL;19590505;14.4
BIL;19590506;15.7
BIL;19590507;16.5
BIL;19590508;18.7
BIL;19590509;18.1
BIL;19590510;19.1
BIL;19590511;17.0
BIL;19590512;17.5
BIL;19590513;15.6
BIL;19590514;13.8
BIL;19590515;10.1
BIL;19590516;13.6
BIL;19590517;14.9
BIL;19590518;15.8
BIL;19590519;15.5
BIL;19590520;19.3
BIL;19590521;20.2
BIL;19590522;17.2
BIL;19590523;16.1
BIL;19590524;15.7
BIL;19590525;16.7
BIL;19590526;17.7
BIL;19590527;16.1
BIL;19590528;14.8
BIL;19590529;12.6
BIL;19590530;11.9
BIL;19590531;9.6
BIL;19590601;15.4
BIL;19590602;16.9
BIL;19590603;19.6
BIL;19590604;22.0
BIL;19590605;19.5
BIL;19590606;20.4
BIL;19590607;19.3
BIL;19590608;16.1
BIL;19590609;14.2
BIL;19590610;13.5
BIL;19590611;13.2
BIL;19590612;11.0
BIL;19590613;12.6
BIL;19590614;17.5
BIL;19590615;19.1
BIL;19590616;19.4
BIL;19590617;19.6
BIL;19590618;19.4
BIL;19590619;22.1
BIL;19590620;22.0
BIL;19590621;19.7
BIL;19590622;18.8
BIL;19590623;21.2
BIL;19590624;20.8
BIL;19590625;18.5
BIL;19590626;17.4
BIL;19590627;19.5
BIL;19590628;18.8
BIL;19590629;14.4
BIL;19590630;13.0
BIL;19590701;14.1
BIL;19590702;19.0
BIL;19590703;21.1
BIL;19590704;22.5
BIL;19590705;23.9
BIL;19590706;22.4
BIL;19590707;23.0
BIL;19590708;24.5
BIL;19590709;26.4
BIL;19590710;27.5
BIL;19590711;25.4
BIL;19590712;27.8
BIL;19590713;21.7
BIL;19590714;20.2
BIL;19590715;19.2
BIL;19590716;19.5
BIL;19590717;21.9
BIL;19590718;22.6
BIL;19590719;23.5
BIL;19590720;25.6
BIL;19590721;24.9
BIL;19590722;23.6
BIL;19590723;23.4
BIL;19590724;22.1
BIL;19590725;24.0
BIL;19590726;23.5
BIL;19590727;22.6
BIL;19590728;23.9
BIL;19590729;18.9
BIL;19590730;17.2
BIL;19590731;16.5
BIL;19590801;17.9
BIL;19590802;16.0
BIL;19590803;17.6
BIL;19590804;18.3
BIL;19590805;19.3
BIL;19590806;19.7
BIL;19590807;21.0
BIL;19590808;18.8
BIL;19590809;21.0
BIL;19590810;18.9
BIL;19590811;18.2
BIL;19590812;17.0
BIL;19590813;19.3
BIL;19590814;18.8
BIL;19590815;18.5
BIL;19590816;17.2
BIL;19590817;15.9
BIL;19590818;17.0
BIL;19590819;18.8
BIL;19590820;17.0
BIL;19590821;17.0
BIL;19590822;16.2
BIL;19590823;17.2
BIL;19590824;22.0
BIL;19590825;23.2
BIL;19590826;23.7
BIL;19590827;21.8
BIL;19590828;20.5
BIL;19590829;17.5
BIL;19590830;15.2
BIL;19590831;15.4
BIL;19590901;15.3
BIL;19590902;15.5
BIL;19590903;16.4
BIL;19590904;17.1
BIL;19590905;15.6
BIL;19590906;15.5
BIL;19590907;16.4
BIL;19590908;15.8
BIL;19590909;15.9
BIL;19590910;17.5
BIL;19590911;18.3
BIL;19590912;18.5
BIL;19590913;19.3
BIL;19590914;18.1
BIL;19590915;19.8
BIL;19590916;18.2
BIL;19590917;16.7
BIL;19590918;15.7
BIL;19590919;15.2
BIL;19590920;15.5
BIL;19590921;15.6
BIL;19590922;18.1
BIL;19590923;21.1
BIL;19590924;19.7
BIL;19590925;17.5
BIL;19590926;17.2
BIL;19590927;15.7
BIL;19590928;13.8
BIL;19590929;13.2
BIL;19590930;9.8
BIL;19591001;12.4
BIL;19591002;12.4
BIL;19591003;11.9
BIL;19591004;11.2
BIL;19591005;10.4
BIL;19591006;9.4
BIL;19591007;9.1
BIL;19591008;8.8
BIL;19591009;10.2
BIL;19591010;9.6
BIL;19591011;10.9
BIL;19591012;11.3
BIL;19591013;10.2
BIL;19591014;7.1
BIL;19591015;6.5
BIL;19591016;6.9
BIL;19591017;6.7
BIL;19591018;9.5
BIL;19591019;10.2
BIL;19591020;8.7
BIL;19591021;11.0
BIL;19591022;11.9
BIL;19591023;8.5
BIL;19591024;8.0
BIL;19591025;12.0
BIL;19591026;11.7
BIL;19591027;12.5
BIL;19591028;5.1
BIL;19591029;4.0
BIL;19591030;4.1
BIL;19591031;4.2
BIL;19591101;6.9
BIL;19591102;4.7
BIL;19591103;2.1
BIL;19591104;2.7
BIL;19591105;2.9
BIL;19591106;3.7
BIL;19591107;4.6
BIL;19591108;3.7
BIL;19591109;3.6
BIL;19591110;3.9
BIL;19591111;4.3
BIL;19591112;4.5
BIL;19591113;4.2
BIL;19591114;4.7
BIL;19591115;4.3
BIL;19591116;4.0
BIL;19591117;2.7
BIL;19591118;6.1
BIL;19591119;3.2
BIL;19591120;2.0
BIL;19591121;0.2
BIL;19591122;-0.6
BIL;19591123;-0.7
BIL;19591124;-0.1
BIL;19591125;1.9
BIL;19591126;0.9
BIL;19591127;3.2
BIL;19591128;5.4
BIL;19591129;5.1
BIL;19591130;2.5
BIL;19591201;2.6
BIL;19591202;1.3
BIL;19591203;3.7
BIL;19591204;4.6
BIL;19591205;2.3
BIL;19591206;0.3
BIL;19591207;0.1
BIL;19591208;1.8
BIL;19591209;2.3
BIL;19591210;2.5
BIL;19591211;2.7
BIL;19591212;2.0
BIL;19591213;0.7
BIL;19591214;0.1
BIL;19591215;-1.1
BIL;19591216;-0.8
BIL;19591217;2.1
BIL;19591218;4.5
BIL;19591219;3.7
BIL;19591220;4.6
BIL;19591221;4.9
BIL;19591222;3.7
BIL;19591223;5.0
BIL;19591224;3.6
BIL;19591225;5.9
BIL;19591226;8.3
BIL;19591227;7.1
BIL;19591228;4.0
BIL;19591229;4.8
BIL;19591230;8.2
BIL;19591231;2.4
BIL;19600101;5.1
BIL;19600102;5.0
BIL;19600103;7.3
BIL;19600104;6.2
BIL;19600105;3.8
BIL;19600106;3.1
BIL;19600107;0.6
BIL;19600108;1.2
BIL;19600109;-1.2
BIL;19600110;-5.7
BIL;19600111;-5.8
BIL;19600112;-5.4
BIL;19600113;-9.5
BIL;19600114;-10.1
BIL;19600115;-9.2
BIL;19600116;-9.2
BIL;19600117;-7.6
BIL;19600118;-2.4
BIL;19600119;-2.7
BIL;19600120;4.2
BIL;19600121;4.7
BIL;19600122;1.8
BIL;19600123;1.4
BIL;19600124;3.2
BIL;19600125;5.6
BIL;19600126;4.6
BIL;19600127;5.5
BIL;19600128;4.9
BIL;19600129;4.9
BIL;19600130;1.9
BIL;19600131;0.8
BIL;19600201;2.0
BIL;19600202;4.3
BIL;19600203;1.8
BIL;19600204;4.6
BIL;19600205;3.6
BIL;19600206;2.0
BIL;19600207;-4.6
BIL;19600208;-6.7
BIL;19600209;-5.9
BIL;19600210;-2.2
BIL;19600211;-0.8
BIL;19600212;2.0
BIL;19600213;1.0
BIL;19600214;0.9
BIL;19600215;3.2
BIL;19600216;3.6
BIL;19600217;0.5
BIL;19600218;1.0
BIL;19600219;3.3
BIL;19600220;2.1
BIL;19600221;4.7
BIL;19600222;5.8
BIL;19600223;4.9
BIL;19600224;4.9
BIL;19600225;5.0
BIL;19600226;8.0
BIL;19600227;7.7
BIL;19600228;6.3
BIL;19600229;8.7
BIL;19600301;7.7
BIL;19600302;5.2
BIL;19600303;6.4
BIL;19600304;7.9
BIL;19600305;5.2
BIL;19600306;4.3
BIL;19600307;1.4
BIL;19600308;3.0
BIL;19600309;2.7
BIL;19600310;5.4
BIL;19600311;8.1
