 

stn;time;fu3010m1
BAR;200308;78.1
BAR;200309;64.1
BAR;200310;72.7
BAR;200311;71.3
BAR;200312;81.4
BAR;200401;97.6
BAR;200402;90.7
BAR;200403;88.2
BAR;200404;68.4
BAR;200405;60.1
BAR;200406;67.7
BAR;200407;61.6
BAR;200408;68.8
BAR;200409;75.6
BAR;200410;59.8
BAR;200411;73.8
BAR;200412;94.3
BAR;200501;77.8
BAR;200502;82.8
BAR;200503;73.1
BAR;200504;69.1
BAR;200505;65.5
BAR;200506;67.0
BAR;200507;87.5
BAR;200508;61.2
BAR;200509;70.2
BAR;200510;47.2
BAR;200511;59.8
BAR;200512;74.5
BAR;200601;50.8
BAR;200602;68.8
BAR;200603;66.6
BAR;200604;68.8
BAR;200605;73.1
BAR;200606;97.6
BAR;200607;69.1
BAR;200608;64.1
BAR;200609;56.2
BAR;200610;94.3
BAR;200611;70.6
BAR;200612;67.0
BAR;200701;94.0
BAR;200702;73.8
BAR;200703;102.6
BAR;200704;61.6
BAR;200705;75.6
BAR;200706;72.0
BAR;200707;66.6
BAR;200708;63.7
BAR;200709;56.9
BAR;200710;60.5
BAR;200711;74.5
BAR;200712;90.0
BAR;200801;73.1
BAR;200802;83.9
BAR;200803;86.4
BAR;200804;68.8
BAR;200805;73.8
BAR;200806;69.1
BAR;200807;95.4
BAR;200808;61.2
BAR;200809;62.3
BAR;200810;72.4
BAR;200811;81.4
BAR;200812;90.7
