 

stn;time;rhh150yx
SGEGR;1994;19.7
SGEGR;1995;14.1
SGEGR;1996;9.3
SGEGR;1997;10.0
SGEGR;1998;14.4
SGEGR;1999;14.8
SGEGR;2000;19.1
SGEGR;2001;27.3
SGEGR;2002;50.1
SGEGR;2003;18.2
SGEGR;2004;15.1
SGEGR;2005;21.6
SGEGR;2006;15.7
SGEGR;2007;16.3
SGEGR;2008;18.7
SGEGR;2009;17.2
SGEGR;2010;19.2
SGEGR;2011;41.2
SGEGR;2012;23.5
SGEGR;2013;15.7
SGEGR;2014;19.9
SGEGR;2015;23.2
SGEGR;2016;18.1
SGEGR;2017;18.6
SGEGR;2018;22.6
SGEGR;2019;10.6
SGEGR;2020;26.1
