 

stn;time;hns000y0
PAY;1978;30
PAY;1979;49
PAY;1980;41
PAY;1981;75
PAY;1982;19
PAY;1983;11
PAY;1984;70
PAY;1985;100
PAY;1986;79
PAY;1987;58
PAY;1988;30
PAY;1989;3
PAY;1990;34
PAY;1991;22
PAY;1992;7
PAY;1993;26
PAY;1994;8
PAY;1995;45
PAY;1996;54
PAY;1997;20
PAY;1998;21
PAY;1999;58
PAY;2000;10
PAY;2001;27
PAY;2002;17
PAY;2003;10
PAY;2004;57
PAY;2005;66
PAY;2006;42
PAY;2007;11
PAY;2008;64
PAY;2009;37
PAY;2010;102
PAY;2011;6
PAY;2012;22
PAY;2013;53
PAY;2014;11
PAY;2015;42
PAY;2016;20
PAY;2017;36
PAY;2018;-
