 

stn;time;rre150yx
HLL;1887;31.7
HLL;1888;68.1
HLL;1889;25.1
HLL;1890;34.8
HLL;1891;24.8
HLL;1892;33.2
HLL;1893;35.4
HLL;1894;45.5
HLL;1895;63.5
HLL;1896;37.3
HLL;1897;48.6
HLL;1898;45.4
HLL;1899;33.4
HLL;1900;31.3
HLL;1901;31.8
HLL;1902;73.2
HLL;1903;29.0
HLL;1904;61.5
HLL;1905;50.7
HLL;1906;45.5
HLL;1907;32.5
HLL;1908;45.0
HLL;1909;40.7
HLL;1910;37.3
HLL;1911;20.2
HLL;1912;41.3
HLL;1913;31.9
HLL;1914;42.0
HLL;1915;45.9
HLL;1916;31.7
HLL;1917;46.9
HLL;1918;33.6
HLL;1919;37.6
HLL;1920;25.3
HLL;1921;39.1
HLL;1922;49.0
HLL;1923;43.1
HLL;1924;30.7
HLL;1925;33.9
HLL;1926;53.6
HLL;1927;43.1
HLL;1928;30.6
HLL;1929;26.5
HLL;1930;34.7
HLL;1931;34.7
HLL;1932;39.7
HLL;1933;23.8
HLL;1934;35.8
HLL;1935;54.8
HLL;1936;30.5
HLL;1937;35.8
HLL;1938;43.8
HLL;1939;37.5
HLL;1940;38.8
HLL;1941;35.7
HLL;1942;28.5
HLL;1943;36.9
HLL;1944;48.8
HLL;1945;44.9
HLL;1946;42.1
HLL;1947;40.2
HLL;1948;23.6
HLL;1949;19.7
HLL;1950;38.7
HLL;1951;37.4
HLL;1952;42.1
HLL;1953;77.7
HLL;1954;44.3
HLL;1955;51.3
HLL;1956;42.2
HLL;1957;52.3
HLL;1958;39.6
HLL;1959;51.9
HLL;1960;33.2
HLL;1961;28.2
HLL;1962;36.0
HLL;1963;41.3
HLL;1964;32.9
HLL;1965;44.6
HLL;1966;43.5
HLL;1967;27.0
HLL;1968;61.3
HLL;1969;44.0
HLL;1970;34.0
HLL;1971;35.5
HLL;1972;53.4
HLL;1973;66.4
HLL;1974;36.2
HLL;1975;69.3
HLL;1976;33.0
HLL;1977;33.9
HLL;1978;69.3
HLL;1979;53.8
HLL;1980;41.6
HLL;1981;45.6
HLL;1982;72.8
HLL;1983;58.1
HLL;1984;43.9
HLL;1985;40.5
HLL;1986;55.0
HLL;1987;51.2
HLL;1988;51.9
HLL;1989;47.8
HLL;1990;45.8
HLL;1991;29.8
HLL;1992;55.5
HLL;1993;42.9
HLL;1994;96.7
HLL;1995;61.5
HLL;1996;40.1
HLL;1997;40.6
HLL;1998;65.7
HLL;1999;82.4
HLL;2000;53.3
HLL;2001;48.8
HLL;2002;47.5
HLL;2003;38.9
HLL;2004;51.6
HLL;2005;26.9
HLL;2006;52.9
HLL;2007;56.8
HLL;2008;51.8
HLL;2009;50.4
HLL;2010;91.2
HLL;2011;37.5
HLL;2012;33.5
HLL;2013;38.2
HLL;2014;35.5
HLL;2015;58.2
HLL;2016;35.9
HLL;2017;25.8
HLL;2018;29.3
HLL;2019;33.9
HLL;2020;34.7
