 

stn;time;rs1000y0
AVB;1961;0
AVB;1962;0
AVB;1963;0
AVB;1964;0
AVB;1965;0
AVB;1966;0
AVB;1967;0
AVB;1968;0
AVB;1969;0
AVB;1970;0
AVB;1971;0
AVB;1972;0
AVB;1973;0
AVB;1974;0
AVB;1975;0
AVB;1976;0
AVB;1977;0
AVB;1978;0
AVB;1979;1
AVB;1980;0
AVB;1981;0
AVB;1982;0
AVB;1983;1
AVB;1984;0
AVB;1985;0
AVB;1986;0
AVB;1987;0
AVB;1988;1
AVB;1989;0
AVB;1990;0
AVB;1991;0
AVB;1992;0
AVB;1993;0
AVB;1994;0
AVB;1995;0
AVB;1996;0
AVB;1997;1
AVB;1998;0
AVB;1999;0
AVB;2000;0
AVB;2001;1
AVB;2002;0
AVB;2003;0
AVB;2004;0
AVB;2005;0
AVB;2006;0
AVB;2007;0
AVB;2008;0
AVB;2009;0
AVB;2010;0
AVB;2011;0
AVB;2012;0
AVB;2013;0
