 

stn;time;rre150yx
MES;1900;74.5
MES;1901;82.7
MES;1902;54.5
MES;1903;71.6
MES;1904;63.6
MES;1905;68.2
MES;1906;82.5
MES;1907;62.5
MES;1908;80.2
MES;1909;55.1
MES;1910;46.8
MES;1911;116.0
MES;1912;60.2
MES;1913;59.6
MES;1914;99.8
MES;1915;64.3
MES;1916;54.4
MES;1917;67.6
MES;1918;71.3
MES;1919;51.4
MES;1920;71.2
MES;1921;50.0
MES;1922;97.8
MES;1923;91.4
MES;1924;90.5
MES;1925;101.3
MES;1926;84.2
MES;1927;70.5
MES;1928;100.5
MES;1929;59.2
MES;1930;58.8
MES;1931;55.2
MES;1932;56.6
MES;1933;83.2
MES;1934;69.8
MES;1935;74.7
MES;1936;65.6
MES;1937;65.3
MES;1938;66.5
MES;1939;59.5
MES;1940;63.0
MES;1941;45.2
MES;1942;90.0
MES;1943;64.0
MES;1944;70.0
MES;1945;74.2
MES;1946;51.7
MES;1947;55.2
MES;1948;56.7
MES;1949;41.1
MES;1950;61.4
MES;1951;107.5
MES;1952;60.5
MES;1953;110.8
MES;1954;127.4
MES;1955;52.8
MES;1956;109.8
MES;1957;70.4
MES;1958;90.6
MES;1959;52.7
MES;1960;86.8
MES;1961;68.2
MES;1962;83.4
MES;1963;98.4
MES;1964;66.1
MES;1965;77.3
MES;1966;85.3
MES;1967;59.8
MES;1968;94.6
MES;1969;75.2
MES;1970;70.0
MES;1971;83.6
MES;1972;40.1
MES;1973;74.5
MES;1974;119.7
MES;1975;58.1
MES;1976;118.5
MES;1977;84.1
MES;1978;170.5
MES;1979;86.1
MES;1980;107.8
MES;1981;85.7
MES;1982;104.0
MES;1983;114.6
MES;1984;117.5
MES;1985;100.1
MES;1986;58.7
MES;1987;91.4
MES;1988;127.4
MES;1989;85.4
MES;1990;87.0
MES;1991;121.3
MES;1992;87.3
MES;1993;84.0
MES;1994;74.7
MES;1995;55.5
MES;1996;81.0
MES;1997;65.9
MES;1998;70.0
MES;1999;76.2
MES;2000;71.5
MES;2001;93.5
MES;2002;97.6
MES;2003;77.8
MES;2004;84.8
MES;2005;37.6
MES;2006;64.4
MES;2007;64.0
MES;2008;87.9
MES;2009;90.5
MES;2010;79.0
MES;2011;86.6
MES;2012;67.5
MES;2013;102.3
MES;2014;106.2
MES;2015;58.2
MES;2016;83.8
MES;2017;91.7
MES;2018;87.3
MES;2019;85.3
MES;2020;107.5
