 

stn;time;rre150yx
BSP;1900;62.2
BSP;1901;30.0
BSP;1902;38.9
BSP;1903;33.1
BSP;1904;32.0
BSP;1905;59.3
BSP;1906;50.1
BSP;1907;49.0
BSP;1908;39.2
BSP;1909;41.1
BSP;1910;32.7
BSP;1911;42.2
BSP;1912;43.2
BSP;1913;41.2
BSP;1914;69.3
BSP;1915;49.2
BSP;1916;39.9
BSP;1917;37.2
BSP;1918;38.3
BSP;1919;41.3
BSP;1920;51.2
BSP;1921;26.4
BSP;1922;57.5
BSP;1923;67.1
BSP;1924;45.4
BSP;1925;40.1
BSP;1926;71.2
BSP;1927;36.9
BSP;1928;60.9
BSP;1929;30.2
BSP;1930;43.6
BSP;1931;44.6
BSP;1932;41.1
BSP;1933;35.3
BSP;1934;54.3
BSP;1935;37.4
BSP;1936;30.0
BSP;1937;55.5
BSP;1938;41.4
BSP;1939;44.0
BSP;1940;44.2
BSP;1941;31.8
BSP;1942;30.0
BSP;1943;28.1
BSP;1944;62.3
BSP;1945;53.2
BSP;1946;47.5
BSP;1947;80.2
BSP;1948;76.8
BSP;1949;31.8
BSP;1950;65.4
BSP;1951;30.0
BSP;1952;38.4
BSP;1953;25.1
BSP;1954;41.2
BSP;1955;43.6
BSP;1956;35.0
BSP;1957;44.3
BSP;1958;50.0
BSP;1959;42.6
BSP;1960;51.7
BSP;1961;49.8
BSP;1962;77.2
BSP;1963;51.2
BSP;1964;35.7
BSP;1965;37.3
BSP;1966;51.2
BSP;1967;25.2
BSP;1968;61.4
BSP;1969;44.3
BSP;1970;30.2
BSP;1971;47.3
BSP;1972;27.5
BSP;1973;35.0
BSP;1974;25.0
BSP;1975;36.1
BSP;1976;45.2
BSP;1977;53.1
BSP;1978;41.2
BSP;1979;50.3
BSP;1980;40.1
BSP;1981;75.0
BSP;1982;32.0
BSP;1983;50.2
BSP;1984;26.5
BSP;1985;30.5
BSP;1986;41.5
BSP;1987;67.3
BSP;1988;34.1
BSP;1989;50.2
BSP;1990;48.0
BSP;1991;67.7
BSP;1992;32.5
BSP;1993;57.0
BSP;1994;119.0
BSP;1995;36.0
BSP;1996;48.1
BSP;1997;34.1
BSP;1998;37.0
BSP;1999;34.7
BSP;2000;115.2
BSP;2001;50.6
BSP;2002;41.9
BSP;2003;32.5
BSP;2004;44.4
BSP;2005;44.3
BSP;2006;29.4
BSP;2007;60.1
BSP;2008;50.3
BSP;2009;60.5
BSP;2010;37.6
BSP;2011;39.1
BSP;2012;31.0
BSP;2013;41.8
BSP;2014;39.1
