 

stn;time;tnd00xy0
NAP;1978;45
NAP;1979;62
NAP;1980;81
NAP;1981;82
NAP;1982;50
NAP;1983;44
NAP;1984;72
NAP;1985;69
NAP;1986;66
NAP;1987;74
NAP;1988;56
NAP;1989;18
NAP;1990;40
NAP;1991;58
NAP;1992;31
NAP;1993;58
NAP;1994;48
NAP;1995;52
NAP;1996;54
NAP;1997;24
NAP;1998;59
NAP;1999;73
NAP;2000;43
NAP;2001;63
NAP;2002;29
NAP;2003;56
NAP;2004;71
NAP;2005;80
NAP;2006;61
NAP;2007;47
NAP;2008;42
NAP;2009;65
NAP;2010;72
NAP;2011;34
NAP;2012;55
NAP;2013;66
NAP;2014;31
NAP;2015;43
NAP;2016;44
NAP;2017;51
NAP;2018;44
NAP;2019;43
NAP;2020;28
