 

stn;time;rzz150yx
GLA;1981;7.6
GLA;1982;4.7
GLA;1983;11.6
GLA;1984;8.4
GLA;1985;18.8
GLA;1986;13.4
GLA;1987;12.6
GLA;1988;11.2
GLA;1989;8.7
GLA;1990;6.6
GLA;1991;20.3
GLA;1992;15.6
GLA;1993;8.0
GLA;1994;14.7
GLA;1995;26.3
GLA;1996;10.1
GLA;1997;10.1
GLA;1998;23.7
GLA;1999;11.5
GLA;2000;10.5
GLA;2001;11.3
GLA;2002;6.2
GLA;2003;9.1
GLA;2004;5.0
GLA;2005;17.5
GLA;2006;13.1
GLA;2007;11.1
GLA;2008;6.3
GLA;2009;8.6
GLA;2010;9.5
GLA;2011;15.2
GLA;2012;12.3
GLA;2013;6.7
GLA;2014;6.1
GLA;2015;9.3
GLA;2016;5.9
GLA;2017;8.1
GLA;2018;9.4
GLA;2019;10.9
GLA;2020;12.1
