 

stn;time;rhh150yx
RUE;1983;21.7
RUE;1984;10.7
RUE;1985;40.6
RUE;1986;18.5
RUE;1987;27.9
RUE;1988;14.8
RUE;1989;24.6
RUE;1990;30.0
RUE;1991;23.0
RUE;1992;25.7
RUE;1993;20.3
RUE;1994;18.4
RUE;1995;24.0
RUE;1996;13.2
RUE;1997;18.3
RUE;1998;14.9
RUE;1999;14.0
RUE;2000;11.1
RUE;2001;43.6
RUE;2002;20.0
RUE;2003;10.5
RUE;2004;10.7
RUE;2005;22.1
RUE;2006;37.7
RUE;2007;14.0
RUE;2008;10.6
RUE;2009;17.3
RUE;2010;14.5
RUE;2011;12.9
RUE;2012;17.0
RUE;2013;14.2
RUE;2014;13.0
RUE;2015;22.2
RUE;2016;19.0
RUE;2017;18.1
RUE;2018;14.7
RUE;2019;10.9
RUE;2020;21.6
