 

stn;time;rs1000y0
EUT;1973;0
EUT;1974;0
EUT;1975;0
EUT;1976;0
EUT;1977;1
EUT;1978;1
EUT;1979;0
EUT;1980;0
EUT;1981;0
EUT;1982;0
EUT;1983;0
EUT;1984;0
EUT;1985;0
EUT;1986;0
EUT;1987;0
EUT;1988;0
EUT;1989;0
EUT;1990;0
EUT;1991;0
EUT;1992;0
EUT;1993;0
EUT;1994;0
EUT;1995;0
EUT;1996;0
EUT;1997;0
EUT;1998;0
EUT;1999;0
EUT;2000;0
EUT;2001;0
EUT;2002;0
EUT;2003;0
EUT;2004;0
EUT;2005;1
EUT;2006;0
EUT;2007;0
EUT;2008;0
EUT;2009;0
EUT;2010;0
EUT;2011;1
EUT;2012;0
EUT;2013;0
EUT;2014;0
EUT;2015;0
EUT;2016;0
EUT;2017;0
EUT;2018;0
EUT;2019;0
EUT;2020;0
