 

stn;time;rs1000y0
URN;1937;0
URN;1938;0
URN;1939;0
URN;1940;1
URN;1941;0
URN;1942;0
URN;1943;0
URN;1944;0
URN;1945;0
URN;1946;0
URN;1947;0
URN;1948;0
URN;1949;0
URN;1950;0
URN;1951;0
URN;1952;0
URN;1953;0
URN;1954;0
URN;1955;0
URN;1956;0
URN;1957;0
URN;1958;0
URN;1959;0
URN;1960;0
URN;1961;0
URN;1962;0
URN;1963;0
URN;1964;0
URN;1965;0
URN;1966;0
URN;1967;0
URN;1968;0
URN;1969;0
URN;1970;0
URN;1971;0
URN;1972;0
URN;1973;0
URN;1974;0
URN;1975;0
URN;1976;0
URN;1977;0
URN;1978;1
URN;1979;0
URN;1980;0
URN;1981;0
URN;1982;0
URN;1983;0
URN;1984;0
URN;1985;0
URN;1986;0
URN;1987;0
URN;1988;0
URN;1989;0
URN;1990;0
URN;1991;0
URN;1992;0
URN;1993;0
URN;1994;0
URN;1995;1
URN;1996;0
URN;1997;0
URN;1998;0
URN;1999;1
URN;2000;0
URN;2001;0
URN;2002;0
URN;2003;0
URN;2004;0
URN;2005;0
URN;2006;0
URN;2007;0
URN;2008;0
URN;2009;0
URN;2010;0
URN;2011;0
URN;2012;0
URN;2013;0
URN;2014;0
URN;2015;0
URN;2016;0
URN;2017;0
URN;2018;0
URN;2019;0
URN;2020;0
