 

stn;time;fu3010m1
CHD;199712;59.0
CHD;199801;76.0
CHD;199802;-
CHD;199803;76.0
CHD;199804;25.9
CHD;199805;168.5
CHD;199806;53.6
CHD;199807;66.6
CHD;199808;61.2
CHD;199809;46.4
CHD;199810;72.4
CHD;199811;72.4
CHD;199812;44.3
CHD;199901;55.4
CHD;199902;77.8
CHD;199903;51.8
CHD;199904;66.6
CHD;199905;120.2
CHD;199906;61.2
CHD;199907;53.6
CHD;199908;66.6
CHD;199909;46.4
CHD;199910;59.4
CHD;199911;55.4
CHD;199912;92.5
CHD;200001;50.0
CHD;200002;64.8
CHD;200003;59.4
CHD;200004;59.4
CHD;200005;63.0
CHD;200006;55.4
CHD;200007;50.0
CHD;200008;42.5
CHD;200009;29.5
CHD;200010;27.7
CHD;200011;27.7
CHD;200012;55.4
CHD;200101;27.7
CHD;200102;27.7
CHD;200103;139.0
CHD;200104;27.7
CHD;200105;27.7
CHD;200106;27.7
CHD;200107;27.7
CHD;200108;27.7
CHD;200109;27.7
CHD;200110;27.7
CHD;200111;27.7
CHD;200112;27.7
CHD;200201;129.6
CHD;200202;27.7
CHD;200203;31.3
CHD;200204;68.4
CHD;200205;48.2
CHD;200206;53.6
CHD;200207;55.4
CHD;200208;44.3
CHD;200209;42.5
CHD;200210;66.6
CHD;200211;59.4
CHD;200212;57.2
CHD;200301;96.5
CHD;200302;85.3
CHD;200303;48.2
CHD;200304;66.6
CHD;200305;92.5
CHD;200306;76.0
CHD;200307;66.6
CHD;200308;85.3
CHD;200309;57.2
CHD;200310;68.4
CHD;200311;42.5
CHD;200312;66.6
CHD;200401;88.9
CHD;200402;85.3
CHD;200403;64.8
CHD;200404;51.8
CHD;200405;53.6
CHD;200406;76.0
CHD;200407;51.8
CHD;200408;61.2
CHD;200409;51.8
CHD;200410;44.3
CHD;200411;70.2
CHD;200412;81.4
CHD;200501;61.2
CHD;200502;42.5
CHD;200503;31.3
CHD;200504;40.7
CHD;200505;25.9
CHD;200506;37.1
CHD;200507;44.3
CHD;200508;22.3
CHD;200509;24.1
CHD;200510;124.2
CHD;200511;27.7
CHD;200512;24.1
CHD;200601;33.5
CHD;200602;38.9
CHD;200603;42.5
CHD;200604;64.8
CHD;200605;90.7
CHD;200606;90.7
CHD;200607;70.2
CHD;200608;64.8
CHD;200609;37.1
CHD;200610;61.2
CHD;200611;51.8
CHD;200612;60.5
CHD;200701;57.2
CHD;200702;51.8
CHD;200703;76.0
CHD;200704;46.4
CHD;200705;48.2
CHD;200706;40.7
CHD;200707;55.4
CHD;200708;61.2
CHD;200709;57.2
CHD;200710;48.2
CHD;200711;57.2
CHD;200712;72.4
CHD;200801;57.2
CHD;200802;44.3
CHD;200803;72.4
CHD;200804;48.2
CHD;200805;53.6
CHD;200806;55.4
CHD;200807;55.4
CHD;200808;74.2
CHD;200809;57.2
CHD;200810;44.3
CHD;200811;66.6
CHD;200812;74.2
CHD;200901;74.2
CHD;200902;74.2
CHD;200903;111.2
CHD;200904;44.3
CHD;200905;25.9
CHD;200906;40.7
CHD;200907;25.2
CHD;200908;32.4
CHD;200909;51.8
CHD;200910;27.7
CHD;200911;54.0
CHD;200912;29.5
CHD;201001;22.3
CHD;201002;59.4
CHD;201003;48.2
CHD;201004;53.6
CHD;201005;68.4
CHD;201006;68.4
CHD;201007;59.4
CHD;201008;55.4
CHD;201009;55.4
CHD;201010;63.0
CHD;201011;46.4
CHD;201012;63.0
CHD;201101;46.4
CHD;201102;40.7
CHD;201103;25.9
CHD;201104;27.7
CHD;201105;25.2
CHD;201106;57.2
CHD;201107;25.2
CHD;201108;25.2
