 

stn;time;tre200y0
PIO;1980;6.5
PIO;1981;7.1
PIO;1982;7.5
PIO;1983;7.8
PIO;1984;6.6
PIO;1985;7.2
PIO;1986;7.2
PIO;1987;7.3
PIO;1988;7.5
PIO;1989;7.9
PIO;1990;7.8
PIO;1991;7.6
PIO;1992;8.1
PIO;1993;7.6
PIO;1994;8.8
PIO;1995;7.7
PIO;1996;7.4
PIO;1997;8.5
PIO;1998;7.7
PIO;1999;7.6
PIO;2000;8.0
PIO;2001;7.8
PIO;2002;8.2
PIO;2003;8.6
PIO;2004;8.1
PIO;2005;7.8
PIO;2006;8.1
PIO;2007;8.6
PIO;2008;7.8
PIO;2009;8.2
PIO;2010;6.9
PIO;2011;8.6
PIO;2012;8.2
PIO;2013;7.8
PIO;2014;8.5
PIO;2015;8.6
PIO;2016;8.3
PIO;2017;8.5
PIO;2018;9.0
PIO;2019;8.8
PIO;2020;8.7
