 

stn;time;rsd700y0
IYNAT;1920;0
IYNAT;1921;0
IYNAT;1922;0
IYNAT;1923;0
IYNAT;1924;0
IYNAT;1925;0
IYNAT;1926;1
IYNAT;1927;0
IYNAT;1928;0
IYNAT;1929;0
IYNAT;1930;0
IYNAT;1931;0
IYNAT;1932;0
IYNAT;1933;0
IYNAT;1934;0
IYNAT;1935;0
IYNAT;1936;0
IYNAT;1937;0
IYNAT;1938;0
IYNAT;1939;0
IYNAT;1940;0
IYNAT;1941;0
IYNAT;1942;0
IYNAT;1943;0
