 

stn;time;rs1000y0
BLZ;1899;0
BLZ;1900;0
BLZ;1901;2
BLZ;1902;0
BLZ;1903;0
BLZ;1904;0
BLZ;1905;1
BLZ;1906;1
BLZ;1907;0
BLZ;1908;0
BLZ;1909;0
BLZ;1910;0
BLZ;1911;2
BLZ;1912;0
BLZ;1913;1
BLZ;1914;2
BLZ;1915;0
BLZ;1916;0
BLZ;1917;0
BLZ;1918;0
BLZ;1919;0
BLZ;1920;2
BLZ;1921;0
BLZ;1922;2
BLZ;1923;0
BLZ;1924;0
BLZ;1925;0
BLZ;1926;1
BLZ;1927;0
BLZ;1928;2
BLZ;1929;0
BLZ;1930;0
BLZ;1931;1
BLZ;1932;1
BLZ;1933;1
BLZ;1934;0
BLZ;1935;1
BLZ;1936;1
BLZ;1937;0
BLZ;1938;0
BLZ;1939;0
BLZ;1940;0
BLZ;1941;0
BLZ;1942;1
BLZ;1943;1
BLZ;1944;0
BLZ;1945;1
BLZ;1946;1
BLZ;1947;0
BLZ;1948;0
BLZ;1949;0
BLZ;1950;0
BLZ;1951;2
BLZ;1952;1
BLZ;1953;0
BLZ;1954;0
BLZ;1955;0
BLZ;1956;0
BLZ;1957;1
BLZ;1958;0
BLZ;1959;0
BLZ;1960;1
BLZ;1961;0
BLZ;1962;1
BLZ;1963;3
BLZ;1964;0
BLZ;1965;0
BLZ;1966;1
BLZ;1967;0
BLZ;1968;0
BLZ;1969;0
BLZ;1970;0
BLZ;1971;0
BLZ;1972;0
BLZ;1973;1
BLZ;1974;0
BLZ;1975;0
BLZ;1976;1
BLZ;1977;2
BLZ;1978;2
BLZ;1979;0
BLZ;1980;0
BLZ;1981;0
BLZ;1982;1
BLZ;1983;1
BLZ;1984;2
BLZ;1985;0
BLZ;1986;1
BLZ;1987;0
BLZ;1988;1
BLZ;1989;0
BLZ;1990;1
BLZ;1991;1
BLZ;1992;0
BLZ;1993;1
BLZ;1994;1
BLZ;1995;0
BLZ;1996;0
BLZ;1997;0
BLZ;1998;1
BLZ;1999;1
BLZ;2000;0
BLZ;2001;1
BLZ;2002;5
BLZ;2003;0
BLZ;2004;1
BLZ;2005;0
BLZ;2006;0
BLZ;2007;0
BLZ;2008;2
BLZ;2009;1
BLZ;2010;0
BLZ;2011;1
BLZ;2012;0
BLZ;2013;1
BLZ;2014;0
BLZ;2015;0
BLZ;2016;0
BLZ;2017;1
BLZ;2018;0
BLZ;2019;0
BLZ;2020;2
