 

stn;time;hns000y0
SAA;1931;339
SAA;1932;345
SAA;1933;246
SAA;1934;398
SAA;1935;484
SAA;1936;452
SAA;1937;474
SAA;1938;307
SAA;1939;365
SAA;1940;351
SAA;1941;327
SAA;1942;198
SAA;1943;163
SAA;1944;275
SAA;1945;279
SAA;1946;394
SAA;1947;297
SAA;1948;247
SAA;1949;265
SAA;1950;504
SAA;1951;431
SAA;1952;360
SAA;1953;90
SAA;1954;323
SAA;1955;342
SAA;1956;268
SAA;1957;369
SAA;1958;510
SAA;1959;490
SAA;1960;322
SAA;1961;267
SAA;1962;287
SAA;1963;329
SAA;1964;150
SAA;1965;307
SAA;1966;432
SAA;1967;237
SAA;1968;318
