 

stn;time;rzz150mx
LEU;201310;3.1
LEU;201311;1.8
LEU;201312;2.4
LEU;201401;0.8
LEU;201402;1.3
LEU;201403;1.1
LEU;201404;1.0
LEU;201405;1.2
LEU;201406;2.8
LEU;201407;4.0
LEU;201408;2.6
LEU;201409;1.6
LEU;201410;3.3
LEU;201411;0.9
LEU;201412;2.2
LEU;201501;1.0
LEU;201502;0.4
LEU;201503;0.8
LEU;201504;1.1
LEU;201505;1.7
LEU;201506;1.7
LEU;201507;6.8
LEU;201508;3.3
LEU;201509;1.6
LEU;201510;1.5
LEU;201511;1.6
LEU;201512;0.3
LEU;201601;2.9
LEU;201602;1.6
LEU;201603;0.7
LEU;201604;1.3
LEU;201605;2.8
LEU;201606;13.4
LEU;201607;3.1
LEU;201608;2.5
LEU;201609;1.4
LEU;201610;1.7
LEU;201611;0.8
LEU;201612;0.0
LEU;201701;1.1
LEU;201702;1.0
LEU;201703;1.3
LEU;201704;0.7
LEU;201705;1.5
LEU;201706;3.2
LEU;201707;6.1
LEU;201708;6.5
LEU;201709;1.3
LEU;201710;1.2
LEU;201711;1.0
LEU;201712;1.0
LEU;201801;2.1
LEU;201802;0.8
LEU;201803;0.7
LEU;201804;1.2
LEU;201805;3.0
LEU;201806;1.3
LEU;201807;3.0
LEU;201808;8.3
LEU;201809;2.4
LEU;201810;1.7
LEU;201811;0.6
