 

stn;time;hns000mx
BAT;201111;0
BAT;201112;8
BAT;201201;5
BAT;201202;10
BAT;201203;0
BAT;201204;0
BAT;201205;0
BAT;201206;0
BAT;201207;0
BAT;201208;0
BAT;201209;0
BAT;201210;10
BAT;201211;5
BAT;201212;24
BAT;201301;8
BAT;201302;16
BAT;201303;3
BAT;201304;0
BAT;201305;0
BAT;201306;0
BAT;201307;0
BAT;201308;0
BAT;201309;0
BAT;201310;0
BAT;201311;11
BAT;201312;0
BAT;201401;0
BAT;201402;0
BAT;201403;0
BAT;201404;0
BAT;201405;0
BAT;201406;0
BAT;201407;0
BAT;201408;0
BAT;201409;0
BAT;201410;0
BAT;201411;0
BAT;201412;7
BAT;201501;10
BAT;201502;7
BAT;201503;0
BAT;201504;0
BAT;201505;0
BAT;201506;0
BAT;201507;0
BAT;201508;0
BAT;201509;0
BAT;201510;0
BAT;201511;1
BAT;201512;0
BAT;201601;10
BAT;201602;2
BAT;201603;5
BAT;201604;0
BAT;201605;0
BAT;201606;0
BAT;201607;0
BAT;201608;0
BAT;201609;0
BAT;201610;0
BAT;201611;2
BAT;201612;0
BAT;201701;14
BAT;201702;2
BAT;201703;0
BAT;201704;3
BAT;201705;0
BAT;201706;0
BAT;201707;0
BAT;201708;0
BAT;201709;0
BAT;201710;0
BAT;201711;8
BAT;201712;7
BAT;201801;0
BAT;201802;6
BAT;201803;4
BAT;201804;0
BAT;201805;0
BAT;201806;0
BAT;201807;0
BAT;201808;0
BAT;201809;0
BAT;201810;0
BAT;201811;0
BAT;201812;2
BAT;201901;10
BAT;201902;10
BAT;201903;0
BAT;201904;2
BAT;201905;1
BAT;201906;0
BAT;201907;0
BAT;201908;0
BAT;201909;0
BAT;201910;0
BAT;201911;0
BAT;201912;1
BAT;202001;0
BAT;202002;10
BAT;202003;0
BAT;202004;0
BAT;202005;0
BAT;202006;0
BAT;202007;0
BAT;202008;0
BAT;202009;0
BAT;202010;0
BAT;202011;3
BAT;202012;7
BAT;202101;9
BAT;202102;4
BAT;202103;2
