 

stn;time;fklnd3m0
GRA;199712;0
GRA;199801;0
GRA;199802;0
GRA;199803;0
GRA;199804;0
GRA;199805;0
GRA;199806;0
GRA;199807;0
GRA;199808;0
GRA;199809;0
GRA;199810;0
GRA;199811;0
GRA;199812;0
GRA;199901;0
GRA;199902;0
GRA;199903;0
GRA;199904;0
GRA;199905;0
GRA;199906;0
GRA;199907;0
GRA;199908;0
GRA;199909;0
GRA;199910;0
GRA;199911;0
GRA;199912;4
GRA;200001;0
GRA;200002;0
GRA;200003;0
GRA;200004;0
GRA;200005;0
GRA;200006;0
GRA;200007;0
GRA;200008;0
GRA;200009;0
GRA;200010;0
GRA;200011;0
GRA;200012;0
GRA;200101;0
GRA;200102;0
GRA;200103;0
GRA;200104;0
GRA;200105;0
GRA;200106;0
GRA;200107;0
GRA;200108;0
GRA;200109;0
GRA;200110;0
GRA;200111;0
GRA;200112;0
GRA;200201;1
GRA;200202;0
GRA;200203;0
GRA;200204;0
GRA;200205;0
GRA;200206;0
GRA;200207;0
GRA;200208;0
GRA;200209;0
GRA;200210;0
GRA;200211;0
GRA;200212;0
GRA;200301;1
GRA;200302;0
GRA;200303;0
GRA;200304;0
GRA;200305;0
GRA;200306;0
GRA;200307;0
GRA;200308;1
GRA;200309;0
GRA;200310;0
GRA;200311;0
GRA;200312;0
GRA;200401;1
GRA;200402;0
GRA;200403;0
GRA;200404;0
GRA;200405;0
GRA;200406;0
GRA;200407;0
GRA;200408;0
GRA;200409;0
GRA;200410;0
GRA;200411;0
GRA;200412;0
GRA;200501;0
GRA;200502;0
GRA;200503;0
GRA;200504;0
GRA;200505;0
GRA;200506;0
GRA;200507;0
GRA;200508;0
GRA;200509;0
