 

stn;time;hns000y0
HLL;1964;62
HLL;1965;121
HLL;1966;79
HLL;1967;26
HLL;1968;85
HLL;1969;110
HLL;1970;108
HLL;1971;30
HLL;1972;21
HLL;1973;86
HLL;1974;24
HLL;1975;35
HLL;1976;46
HLL;1977;68
HLL;1978;78
HLL;1979;87
HLL;1980;61
HLL;1981;139
HLL;1982;40
HLL;1983;48
HLL;1984;102
HLL;1985;72
HLL;1986;123
HLL;1987;42
HLL;1988;58
HLL;1989;5
HLL;1990;26
HLL;1991;43
HLL;1992;26
HLL;1993;19
HLL;1994;10
HLL;1995;38
HLL;1996;25
HLL;1997;5
HLL;1998;27
HLL;1999;106
HLL;2000;9
HLL;2001;50
HLL;2002;3
HLL;2003;31
HLL;2004;59
HLL;2005;73
HLL;2006;92
HLL;2007;18
HLL;2008;70
HLL;2009;50
HLL;2010;168
HLL;2011;20
HLL;2012;43
HLL;2013;56
HLL;2014;27
HLL;2015;43
HLL;2016;26
HLL;2017;33
HLL;2018;18
HLL;2019;22
HLL;2020;19
