 

stn;time;rti150yx
MUS;1973;19730409
MUS;1974;19740304
MUS;1975;19750505
MUS;1976;19760929
MUS;1977;19770519
MUS;1978;19780624
MUS;1979;19790216
MUS;1980;19801017
MUS;1981;19810718
MUS;1982;19820626
MUS;1983;19830521
MUS;1984;19840520
MUS;1985;19850806
MUS;1986;19860131
MUS;1987;19871011
MUS;1988;19881011
MUS;1989;19890404
MUS;1990;19900214
MUS;1991;19911012
MUS;1992;19920331
MUS;1993;19931008
MUS;1994;19940518
MUS;1995;19950907
MUS;1996;19960621
MUS;1997;19971106
MUS;1998;19980611
MUS;1999;19990920
MUS;2000;20000920
MUS;2001;20010610
MUS;2002;20021115
MUS;2003;20031031
MUS;2004;20040708
MUS;2005;20051002
MUS;2006;20060218
MUS;2007;20071123
MUS;2008;20080913
MUS;2009;20091130
MUS;2010;20100505
MUS;2011;20110918
MUS;2012;20121104
MUS;2013;20131023
MUS;2014;20140629
MUS;2015;20150807
MUS;2016;20160417
MUS;2017;20170604
MUS;2018;20181029
MUS;2019;20190404
MUS;2020;20201026
