 

stn;time;hto000y0
ALT;1959;0
ALT;1960;0
ALT;1961;0
ALT;1962;0
ALT;1963;2
ALT;1964;0
ALT;1965;1
ALT;1966;0
ALT;1967;1
ALT;1968;2
ALT;1969;1
ALT;1970;1
ALT;1971;1
ALT;1972;0
ALT;1973;0
ALT;1974;0
ALT;1975;0
ALT;1976;0
ALT;1977;0
ALT;1978;0
ALT;1979;0
ALT;1980;1
ALT;1981;1
ALT;1982;0
ALT;1983;0
ALT;1984;0
ALT;1985;2
ALT;1986;1
ALT;1987;2
ALT;1988;0
ALT;1989;0
ALT;1990;1
ALT;1991;0
ALT;1992;0
ALT;1993;0
ALT;1994;0
ALT;1995;0
ALT;1996;0
ALT;1997;0
ALT;1998;0
ALT;1999;1
ALT;2000;0
ALT;2001;0
ALT;2002;0
ALT;2003;1
ALT;2004;0
ALT;2005;2
ALT;2006;1
ALT;2007;0
ALT;2008;0
ALT;2009;1
ALT;2010;1
ALT;2011;0
ALT;2012;1
ALT;2013;0
ALT;2014;0
ALT;2015;0
ALT;2016;0
ALT;2017;1
ALT;2018;0
ALT;2019;0
ALT;2020;0
