 

stn;time;rsd300y0
SZB;1901;3
SZB;1902;3
SZB;1903;5
SZB;1904;2
SZB;1905;7
SZB;1906;2
SZB;1907;5
SZB;1908;4
SZB;1909;2
SZB;1910;9
SZB;1911;1
SZB;1912;6
SZB;1913;4
SZB;1914;4
SZB;1915;7
SZB;1916;4
SZB;1917;3
SZB;1918;5
SZB;1919;4
SZB;1920;1
SZB;1921;2
SZB;1922;7
SZB;1923;8
SZB;1924;2
SZB;1925;1
SZB;1926;3
SZB;1927;8
SZB;1928;4
SZB;1929;4
SZB;1930;4
SZB;1931;5
SZB;1932;5
SZB;1933;2
SZB;1934;3
SZB;1935;5
SZB;1936;7
SZB;1937;3
SZB;1938;4
SZB;1939;3
SZB;1940;8
SZB;1941;3
SZB;1942;6
SZB;1943;2
SZB;1944;4
SZB;1945;1
SZB;1946;6
SZB;1947;3
SZB;1948;3
SZB;1949;1
SZB;1950;5
SZB;1951;4
SZB;1952;2
SZB;1953;2
SZB;1954;9
SZB;1955;5
SZB;1956;9
SZB;1957;3
SZB;1958;3
SZB;1959;2
SZB;1960;5
SZB;1961;3
SZB;1962;3
SZB;1963;5
SZB;1964;7
SZB;1965;8
SZB;1966;3
SZB;1967;4
SZB;1968;9
SZB;1969;5
SZB;1970;8
SZB;1971;5
SZB;1972;3
SZB;1973;4
SZB;1974;4
SZB;1975;4
SZB;1976;4
SZB;1977;8
SZB;1978;4
SZB;1979;6
SZB;1980;4
SZB;1981;3
SZB;1982;7
SZB;1983;6
SZB;1984;8
SZB;1985;11
SZB;1986;4
SZB;1987;3
SZB;1988;7
SZB;1989;5
SZB;1990;8
SZB;1991;5
SZB;1992;4
SZB;1993;5
SZB;1994;9
SZB;1995;6
SZB;1996;7
SZB;1997;5
SZB;1998;2
SZB;1999;6
SZB;2000;3
SZB;2001;9
SZB;2002;4
SZB;2003;5
SZB;2004;1
SZB;2005;4
