 

stn;time;fklnd3m0
DLSTO;195201;0
DLSTO;195202;0
DLSTO;195203;0
DLSTO;195204;0
DLSTO;195205;0
DLSTO;195206;0
DLSTO;195207;0
DLSTO;195208;1
DLSTO;195209;1
DLSTO;195210;0
DLSTO;195211;2
DLSTO;195212;2
DLSTO;195301;1
DLSTO;195302;0
DLSTO;195303;0
DLSTO;195304;0
DLSTO;195305;0
DLSTO;195306;0
DLSTO;195307;0
DLSTO;195308;0
DLSTO;195309;0
DLSTO;195310;0
DLSTO;195311;0
DLSTO;195312;0
DLSTO;195401;2
DLSTO;195402;1
DLSTO;195403;0
DLSTO;195404;0
DLSTO;195405;1
DLSTO;195406;0
DLSTO;195407;0
DLSTO;195408;0
DLSTO;195409;0
DLSTO;195410;0
DLSTO;195411;0
DLSTO;195412;2
DLSTO;195501;2
DLSTO;195502;1
DLSTO;195503;0
DLSTO;195504;0
DLSTO;195505;1
DLSTO;195506;0
DLSTO;195507;0
DLSTO;195508;0
DLSTO;195509;0
DLSTO;195510;0
DLSTO;195511;0
DLSTO;195512;1
DLSTO;195601;2
DLSTO;195602;0
DLSTO;195603;4
DLSTO;195604;0
DLSTO;195605;0
DLSTO;195606;1
DLSTO;195607;0
DLSTO;195608;3
DLSTO;195609;2
DLSTO;195610;0
DLSTO;195611;2
DLSTO;195612;0
DLSTO;195701;2
DLSTO;195702;2
DLSTO;195703;0
DLSTO;195704;0
DLSTO;195705;0
DLSTO;195706;0
DLSTO;195707;0
DLSTO;195708;2
DLSTO;195709;1
DLSTO;195710;0
DLSTO;195711;0
DLSTO;195712;2
DLSTO;195801;2
DLSTO;195802;2
DLSTO;195803;0
DLSTO;195804;1
DLSTO;195805;2
DLSTO;195806;0
DLSTO;195807;1
DLSTO;195808;2
