 

stn;time;hns000y0
GRC;1968;365
GRC;1969;160
GRC;1970;262
GRC;1971;201
GRC;1972;180
GRC;1973;143
GRC;1974;213
GRC;1975;468
GRC;1976;278
GRC;1977;221
GRC;1978;370
GRC;1979;342
GRC;1980;301
GRC;1981;289
GRC;1982;243
GRC;1983;184
GRC;1984;262
GRC;1985;275
GRC;1986;417
GRC;1987;217
GRC;1988;177
GRC;1989;270
GRC;1990;219
GRC;1991;136
GRC;1992;214
GRC;1993;191
GRC;1994;208
GRC;1995;257
GRC;1996;264
GRC;1997;129
GRC;1998;87
GRC;1999;393
GRC;2000;159
GRC;2001;195
GRC;2002;181
GRC;2003;124
GRC;2004;239
GRC;2005;165
GRC;2006;205
GRC;2007;165
GRC;2008;290
GRC;2009;334
GRC;2010;172
GRC;2011;124
GRC;2012;269
GRC;2013;247
GRC;2014;285
GRC;2015;110
GRC;2016;223
GRC;2017;188
GRC;2018;239
GRC;2019;290
GRC;2020;153
