 

stn;time;tnd00xy0
MVE;1931;47
MVE;1932;25
MVE;1933;43
MVE;1934;16
MVE;1935;62
MVE;1936;13
MVE;1937;24
MVE;1938;34
MVE;1939;45
MVE;1940;50
MVE;1941;43
MVE;1942;53
MVE;1943;21
MVE;1944;51
MVE;1945;44
MVE;1946;32
MVE;1947;41
MVE;1948;14
MVE;1949;24
MVE;1950;32
MVE;1951;19
MVE;1952;51
MVE;1953;40
MVE;1954;42
MVE;1955;25
MVE;1956;42
MVE;1957;18
MVE;1958;29
MVE;1959;21
MVE;1960;26
MVE;1961;20
MVE;1962;55
MVE;1963;51
MVE;1964;21
MVE;1965;60
MVE;1966;41
MVE;1967;32
MVE;1968;33
MVE;1969;50
MVE;1970;49
MVE;1971;34
MVE;1972;20
MVE;1973;37
MVE;1974;26
MVE;1975;19
MVE;1976;36
MVE;1977;35
MVE;1978;45
MVE;1979;46
MVE;1980;49
MVE;1981;64
MVE;1982;32
MVE;1983;39
MVE;1984;59
MVE;1985;56
MVE;1986;54
MVE;1987;47
MVE;1988;41
MVE;1989;7
MVE;1990;27
MVE;1991;26
MVE;1992;21
MVE;1993;37
MVE;1994;23
MVE;1995;42
MVE;1996;41
MVE;1997;15
MVE;1998;36
MVE;1999;51
MVE;2000;25
MVE;2001;39
MVE;2002;12
MVE;2003;39
MVE;2004;41
MVE;2005;68
MVE;2006;39
MVE;2007;24
MVE;2008;31
MVE;2009;51
MVE;2010;59
MVE;2011;18
MVE;2012;42
MVE;2013;47
MVE;2014;18
MVE;2015;30
MVE;2016;23
MVE;2017;39
MVE;2018;25
MVE;2019;34
MVE;2020;20
