 

stn;time;hns000mx
GUG;201510;0
GUG;201511;5
GUG;201512;0
GUG;201601;7
GUG;201602;7
GUG;201603;13
GUG;201604;6
GUG;201605;0
GUG;201606;0
GUG;201607;0
GUG;201608;0
GUG;201609;0
GUG;201610;0
GUG;201611;9
GUG;201612;2
GUG;201701;10
GUG;201702;13
GUG;201703;7
GUG;201704;19
GUG;201705;0
GUG;201706;0
GUG;201707;0
GUG;201708;0
GUG;201709;0
GUG;201710;0
GUG;201711;10
GUG;201712;11
GUG;201801;2
GUG;201802;12
GUG;201803;4
GUG;201804;0
GUG;201805;0
GUG;201806;0
GUG;201807;0
GUG;201808;0
GUG;201809;0
GUG;201810;2
GUG;201811;2
GUG;201812;2
GUG;201901;16
GUG;201902;18
GUG;201903;5
GUG;201904;16
GUG;201905;18
GUG;201906;0
GUG;201907;0
GUG;201908;0
GUG;201909;0
GUG;201910;0
GUG;201911;11
GUG;201912;3
GUG;202001;1
GUG;202002;9
GUG;202003;1
GUG;202004;0
GUG;202005;0
GUG;202006;0
GUG;202007;0
GUG;202008;0
GUG;202009;0
GUG;202010;0
GUG;202011;1
GUG;202012;12
GUG;202101;9
GUG;202102;3
GUG;202103;4
