 

stn;time;tnd00xy0
TAE;1971;39
TAE;1972;27
TAE;1973;27
TAE;1974;3
TAE;1975;19
TAE;1976;39
TAE;1977;18
TAE;1978;35
TAE;1979;19
TAE;1980;29
TAE;1981;33
TAE;1982;18
TAE;1983;29
TAE;1984;17
TAE;1985;43
TAE;1986;39
TAE;1987;42
TAE;1988;9
TAE;1989;28
TAE;1990;25
TAE;1991;40
TAE;1992;24
TAE;1993;33
TAE;1994;13
TAE;1995;30
TAE;1996;39
TAE;1997;25
TAE;1998;32
TAE;1999;27
TAE;2000;10
TAE;2001;21
TAE;2002;19
TAE;2003;33
TAE;2004;23
TAE;2005;40
TAE;2006;31
TAE;2007;20
TAE;2008;13
TAE;2009;27
TAE;2010;43
TAE;2011;16
TAE;2012;22
TAE;2013;29
TAE;2014;4
TAE;2015;8
TAE;2016;13
TAE;2017;22
TAE;2018;14
TAE;2019;12
TAE;2020;7
