 

stn;time;rhh150yx
COV;1981;12.0
COV;1982;9.4
COV;1983;7.4
COV;1984;9.8
COV;1985;11.4
COV;1986;11.7
COV;1987;11.3
COV;1988;17.1
COV;1989;8.4
COV;1990;8.2
COV;1991;8.7
COV;1992;13.6
COV;1993;11.0
COV;1994;9.1
COV;1995;7.7
COV;1996;11.4
COV;1997;8.9
COV;1998;11.4
COV;1999;8.5
COV;2000;7.8
COV;2001;8.9
COV;2002;7.9
COV;2003;8.8
COV;2004;10.0
COV;2005;10.4
COV;2006;9.4
COV;2007;7.6
COV;2008;18.5
COV;2009;27.6
COV;2010;9.3
COV;2011;10.8
COV;2012;9.7
COV;2013;8.3
COV;2014;10.9
COV;2015;10.8
COV;2016;7.8
COV;2017;9.0
