 

stn;time;rsd100m0
TISON;197905;5
TISON;197906;4
TISON;197907;3
TISON;197908;7
TISON;197909;2
TISON;197910;9
TISON;197911;2
TISON;197912;5
TISON;198001;1
TISON;198002;1
TISON;198003;6
TISON;198004;0
TISON;198005;8
TISON;198006;7
TISON;198007;7
TISON;198008;3
TISON;198009;1
TISON;198010;6
TISON;198011;1
TISON;198012;0
TISON;198101;0
TISON;198102;0
TISON;198103;3
TISON;198104;3
TISON;198105;9
TISON;198106;2
TISON;198107;9
TISON;198108;1
TISON;198109;8
TISON;198110;3
TISON;198111;0
TISON;198112;6
TISON;198201;1
TISON;198202;2
TISON;198203;4
TISON;198204;1
TISON;198205;8
TISON;198206;4
TISON;198207;3
TISON;198208;5
TISON;198209;6
TISON;198210;6
TISON;198211;9
TISON;198212;5
TISON;198301;1
TISON;198302;1
TISON;198303;2
TISON;198304;8
TISON;198305;16
TISON;198306;2
TISON;198307;1
TISON;198308;3
TISON;198309;6
TISON;198310;2
TISON;198311;2
TISON;198312;5
TISON;198401;2
TISON;198402;2
TISON;198403;4
TISON;198404;4
TISON;198405;10
TISON;198406;4
TISON;198407;0
TISON;198408;4
TISON;198409;4
TISON;198410;7
TISON;198411;5
TISON;198412;5
TISON;198501;6
TISON;198502;0
TISON;198503;7
TISON;198504;4
TISON;198505;10
TISON;198506;2
TISON;198507;3
TISON;198508;4
TISON;198509;2
TISON;198510;1
TISON;198511;2
TISON;198512;3
TISON;198601;4
TISON;198602;5
TISON;198603;1
TISON;198604;20
TISON;198605;10
TISON;198606;3
TISON;198607;2
TISON;198608;6
TISON;198609;1
TISON;198610;1
TISON;198611;2
TISON;198612;0
TISON;198701;2
TISON;198702;7
TISON;198703;1
TISON;198704;3
TISON;198705;2
TISON;198706;8
TISON;198707;8
TISON;198708;5
TISON;198709;2
TISON;198710;12
TISON;198711;3
TISON;198712;2
TISON;198801;6
TISON;198802;1
TISON;198803;3
TISON;198804;2
TISON;198805;11
TISON;198806;4
TISON;198807;9
TISON;198808;6
TISON;198809;3
TISON;198810;8
TISON;198811;0
TISON;198812;2
TISON;198901;0
TISON;198902;3
TISON;198903;1
TISON;198904;12
TISON;198905;3
TISON;198906;2
TISON;198907;6
TISON;198908;5
TISON;198909;3
TISON;198910;0
TISON;198911;3
TISON;198912;4
TISON;199001;2
TISON;199002;2
TISON;199003;1
TISON;199004;5
TISON;199005;3
TISON;199006;7
TISON;199007;4
TISON;199008;0
TISON;199009;2
TISON;199010;9
TISON;199011;5
TISON;199012;3
TISON;199101;2
TISON;199102;0
TISON;199103;8
TISON;199104;2
TISON;199105;1
TISON;199106;3
TISON;199107;5
TISON;199108;1
TISON;199109;5
TISON;199110;6
TISON;199111;3
TISON;199112;1
TISON;199201;3
TISON;199202;1
TISON;199203;3
TISON;199204;6
TISON;199205;3
TISON;199206;11
TISON;199207;2
TISON;199208;5
TISON;199209;7
TISON;199210;9
TISON;199211;1
TISON;199212;4
TISON;199301;0
TISON;199302;0
TISON;199303;3
TISON;199304;3
TISON;199305;7
TISON;199306;7
TISON;199307;5
TISON;199308;8
TISON;199309;11
TISON;199310;14
TISON;199311;2
TISON;199312;1
TISON;199401;5
TISON;199402;2
TISON;199403;2
TISON;199404;4
TISON;199405;9
TISON;199406;3
TISON;199407;6
TISON;199408;3
TISON;199409;11
TISON;199410;4
TISON;199411;4
TISON;199412;1
TISON;199501;3
TISON;199502;3
TISON;199503;1
TISON;199504;6
TISON;199505;7
TISON;199506;4
TISON;199507;5
TISON;199508;4
TISON;199509;4
TISON;199510;2
TISON;199511;2
TISON;199512;1
TISON;199601;5
TISON;199602;0
TISON;199603;0
TISON;199604;1
TISON;199605;8
TISON;199606;2
TISON;199607;4
TISON;199608;8
TISON;199609;1
TISON;199610;5
TISON;199611;10
TISON;199612;2
TISON;199701;2
TISON;199702;0
TISON;199703;0
TISON;199704;2
TISON;199705;3
TISON;199706;9
TISON;199707;8
TISON;199708;3
TISON;199709;2
TISON;199710;1
TISON;199711;6
TISON;199712;4
TISON;199801;3
TISON;199802;1
TISON;199803;0
TISON;199804;9
TISON;199805;3
TISON;199806;7
TISON;199807;3
TISON;199808;7
TISON;199809;7
TISON;199810;9
TISON;199811;0
TISON;199812;0
