 

stn;time;tre200y0
SMM;1970;4.9
SMM;1971;5.6
SMM;1972;4.9
SMM;1973;5.5
SMM;1974;5.5
SMM;1975;5.6
SMM;1976;5.4
SMM;1977;4.7
SMM;1978;4.7
SMM;1979;4.8
SMM;1980;4.6
SMM;1981;5.3
SMM;1982;5.6
SMM;1983;6.3
SMM;1984;4.8
SMM;1985;5.3
SMM;1986;5.2
SMM;1987;5.6
SMM;1988;5.8
SMM;1989;6.4
SMM;1990;6.2
SMM;1991;5.5
SMM;1992;6.3
SMM;1993;5.9
SMM;1994;6.9
SMM;1995;5.6
SMM;1996;5.2
SMM;1997;6.4
SMM;1998;6.0
SMM;1999;5.7
SMM;2000;6.5
SMM;2001;5.9
SMM;2002;6.6
SMM;2003;6.5
SMM;2004;6.0
SMM;2005;5.6
SMM;2006;6.3
SMM;2007;6.9
SMM;2008;6.1
SMM;2009;6.0
SMM;2010;5.2
SMM;2011;6.9
SMM;2012;6.5
SMM;2013;6.2
SMM;2014;6.9
SMM;2015;7.3
SMM;2016;6.7
SMM;2017;6.8
SMM;2018;7.1
SMM;2019;6.8
SMM;2020;7.0
