 

stn;time;rre150m0
IYTIM;201512;12.6
IYTIM;201601;56.6
IYTIM;201602;101.7
IYTIM;201603;51.7
IYTIM;201604;137.2
IYTIM;201605;138.3
IYTIM;201606;197.7
IYTIM;201607;104.1
IYTIM;201608;88.0
IYTIM;201609;40.4
IYTIM;201610;80.0
IYTIM;201611;148.4
IYTIM;201612;7.5
IYTIM;201701;22.3
IYTIM;201702;38.9
IYTIM;201703;127.7
IYTIM;201704;117.1
IYTIM;201705;99.9
IYTIM;201706;156.5
IYTIM;201707;135.0
IYTIM;201708;174.3
IYTIM;201709;201.8
IYTIM;201710;37.1
IYTIM;201711;89.7
IYTIM;201712;126.0
IYTIM;201801;143.7
IYTIM;201802;25.3
IYTIM;201803;107.5
IYTIM;201804;112.8
IYTIM;201805;99.9
IYTIM;201806;64.7
IYTIM;201807;57.5
IYTIM;201808;148.2
IYTIM;201809;39.5
IYTIM;201810;259.9
IYTIM;201811;105.2
IYTIM;201812;66.2
IYTIM;201901;49.0
