 

stn;time;fklnd3m0
MOA;201210;0
MOA;201211;0
MOA;201212;0
MOA;201301;0
MOA;201302;0
MOA;201303;0
MOA;201304;0
MOA;201305;0
MOA;201306;0
MOA;201307;0
MOA;201308;0
MOA;201309;0
MOA;201310;0
MOA;201311;0
MOA;201312;0
MOA;201401;0
MOA;201402;0
MOA;201403;0
MOA;201404;0
MOA;201405;0
MOA;201406;0
MOA;201407;0
MOA;201408;0
MOA;201409;0
MOA;201410;0
MOA;201411;0
MOA;201412;0
MOA;201501;0
MOA;201502;0
MOA;201503;-
MOA;201504;0
MOA;201505;0
MOA;201506;0
MOA;201507;0
MOA;201508;0
MOA;201509;0
MOA;201510;0
MOA;201511;0
MOA;201512;0
MOA;201601;0
MOA;201602;0
MOA;201603;0
MOA;201604;0
MOA;201605;0
MOA;201606;0
MOA;201607;0
MOA;201608;0
MOA;201609;0
MOA;201610;0
MOA;201611;0
MOA;201612;0
MOA;201701;0
MOA;201702;0
MOA;201703;0
MOA;201704;0
MOA;201705;0
MOA;201706;0
MOA;201707;0
MOA;201708;0
MOA;201709;0
MOA;201710;0
MOA;201711;0
MOA;201712;0
MOA;201801;1
MOA;201802;0
MOA;201803;0
MOA;201804;0
MOA;201805;0
MOA;201806;0
MOA;201807;0
MOA;201808;0
MOA;201809;0
MOA;201810;0
MOA;201811;0
MOA;201812;0
MOA;201901;0
MOA;201902;0
MOA;201903;0
MOA;201904;0
MOA;201905;0
MOA;201906;0
MOA;201907;0
MOA;201908;0
MOA;201909;0
MOA;201910;0
MOA;201911;0
MOA;201912;0
MOA;202001;0
MOA;202002;0
MOA;202003;0
MOA;202004;0
MOA;202005;0
MOA;202006;0
MOA;202007;0
MOA;202008;0
MOA;202009;0
MOA;202010;0
MOA;202011;0
MOA;202012;0
MOA;202101;0
MOA;202102;0
MOA;202103;0
