 

stn;time;rs1000y0
FLI;1961;0
FLI;1962;0
FLI;1963;0
FLI;1964;0
FLI;1965;0
FLI;1966;0
FLI;1967;0
FLI;1968;0
FLI;1969;0
FLI;1970;0
FLI;1971;0
FLI;1972;0
FLI;1973;0
FLI;1974;0
FLI;1975;0
FLI;1976;0
FLI;1977;0
FLI;1978;0
FLI;1979;0
FLI;1980;0
FLI;1981;0
FLI;1982;0
FLI;1983;0
FLI;1984;1
FLI;1985;0
FLI;1986;0
FLI;1987;0
FLI;1988;0
FLI;1989;0
FLI;1990;0
FLI;1991;0
FLI;1992;0
FLI;1993;0
FLI;1994;0
FLI;1995;0
FLI;1996;0
FLI;1997;0
FLI;1998;0
FLI;1999;0
FLI;2000;0
FLI;2001;0
FLI;2002;0
FLI;2003;0
FLI;2004;0
FLI;2005;0
FLI;2006;0
FLI;2007;0
FLI;2008;0
FLI;2009;0
FLI;2010;0
FLI;2011;0
FLI;2012;0
FLI;2013;0
FLI;2014;0
FLI;2015;0
FLI;2016;0
FLI;2017;0
FLI;2018;0
FLI;2019;0
FLI;2020;0
