 

stn;time;rsd300y0
SAY;1901;3
SAY;1902;4
SAY;1903;6
SAY;1904;5
SAY;1905;2
SAY;1906;2
SAY;1907;4
SAY;1908;1
SAY;1909;2
SAY;1910;7
SAY;1911;5
SAY;1912;2
SAY;1913;4
SAY;1914;3
SAY;1915;3
SAY;1916;8
SAY;1917;5
SAY;1918;5
SAY;1919;4
SAY;1920;3
SAY;1921;0
SAY;1922;7
SAY;1923;10
SAY;1924;6
SAY;1925;4
SAY;1926;4
SAY;1927;5
SAY;1928;10
SAY;1929;2
SAY;1930;8
SAY;1931;4
SAY;1932;5
SAY;1933;3
SAY;1934;3
SAY;1935;6
SAY;1936;1
SAY;1937;2
SAY;1938;2
SAY;1939;0
SAY;1940;2
SAY;1941;0
SAY;1942;1
SAY;1943;4
SAY;1944;7
