 

stn;time;rhs150m0
BRI;190001;63.1
BRI;190002;101.6
BRI;190003;39.7
BRI;190004;26.2
BRI;190005;47.3
BRI;190006;9.8
BRI;190007;38.1
BRI;190008;42.0
BRI;190009;9.8
BRI;190010;11.2
BRI;190011;105.0
BRI;190012;63.3
BRI;190101;33.1
BRI;190102;18.7
BRI;190103;131.3
BRI;190104;93.9
BRI;190105;7.1
BRI;190106;38.7
BRI;190107;31.6
BRI;190108;23.1
BRI;190109;74.7
BRI;190110;99.8
BRI;190111;9.3
BRI;190112;73.8
BRI;190201;60.3
BRI;190202;49.1
BRI;190203;119.5
BRI;190204;12.3
BRI;190205;63.4
BRI;190206;7.9
BRI;190207;70.6
BRI;190208;33.1
BRI;190209;55.4
BRI;190210;48.0
BRI;190211;10.1
BRI;190212;59.6
BRI;190301;66.0
BRI;190302;13.5
BRI;190303;53.3
BRI;190304;38.6
BRI;190305;82.4
BRI;190306;30.7
BRI;190307;15.9
BRI;190308;19.4
BRI;190309;24.3
BRI;190310;130.6
BRI;190311;65.5
BRI;190312;28.5
BRI;190401;16.8
BRI;190402;83.0
BRI;190403;108.8
BRI;190404;125.0
BRI;190405;48.5
BRI;190406;20.1
BRI;190407;7.0
BRI;190408;40.5
BRI;190409;20.7
BRI;190410;40.8
BRI;190411;14.4
BRI;190412;24.5
BRI;190501;42.9
BRI;190502;23.6
BRI;190503;75.8
BRI;190504;91.7
BRI;190505;203.1
BRI;190506;34.2
BRI;190507;49.6
BRI;190508;100.0
BRI;190509;56.7
BRI;190510;35.2
BRI;190511;109.5
BRI;190512;43.3
BRI;190601;47.0
BRI;190602;40.6
BRI;190603;44.5
BRI;190604;27.0
BRI;190605;49.4
BRI;190606;10.5
BRI;190607;54.8
BRI;190608;32.2
