 

stn;time;tnd00xy0
MSO;1931;53
MSO;1932;27
MSO;1933;51
MSO;1934;21
MSO;1935;59
MSO;1936;15
MSO;1937;25
MSO;1938;32
MSO;1939;42
MSO;1940;55
MSO;1941;41
MSO;1942;61
MSO;1943;30
MSO;1944;54
MSO;1945;39
MSO;1946;26
MSO;1947;49
MSO;1948;21
MSO;1949;24
MSO;1950;35
MSO;1951;15
MSO;1952;41
MSO;1953;30
MSO;1954;33
MSO;1955;35
MSO;1956;62
MSO;1957;21
MSO;1958;31
MSO;1959;16
MSO;1960;28
MSO;1961;22
MSO;1962;52
MSO;1963;51
MSO;1964;36
MSO;1965;58
MSO;1966;36
MSO;1967;34
MSO;1968;44
MSO;1969;56
MSO;1970;45
MSO;1971;35
MSO;1972;23
MSO;1973;44
MSO;1974;28
MSO;1975;19
MSO;1976;40
MSO;1977;39
MSO;1978;43
MSO;1979;52
MSO;1980;46
MSO;1981;55
MSO;1982;21
MSO;1983;33
