 

stn;time;tre200d0
SLFFN2;19970924;6.9
SLFFN2;19970925;7.5
SLFFN2;19970926;8.4
SLFFN2;19970927;8.4
SLFFN2;19970928;7.8
SLFFN2;19970929;7.3
SLFFN2;19970930;9.3
SLFFN2;19971001;10.3
SLFFN2;19971002;7.8
SLFFN2;19971003;5.5
SLFFN2;19971004;-
SLFFN2;19971005;-
SLFFN2;19971006;5.2
SLFFN2;19971007;-
SLFFN2;19971008;-
SLFFN2;19971009;-
SLFFN2;19971010;-
SLFFN2;19971011;-
SLFFN2;19971012;-
SLFFN2;19971013;-
SLFFN2;19971014;-
SLFFN2;19971015;-6.2
SLFFN2;19971016;-1.7
SLFFN2;19971017;1.6
SLFFN2;19971018;3.3
SLFFN2;19971019;4.1
SLFFN2;19971020;3.6
SLFFN2;19971021;3.1
SLFFN2;19971022;2.7
SLFFN2;19971023;1.2
SLFFN2;19971024;-0.2
SLFFN2;19971025;-0.7
SLFFN2;19971026;0.1
SLFFN2;19971027;-2.2
SLFFN2;19971028;-8.4
SLFFN2;19971029;-8.0
SLFFN2;19971030;-5.3
SLFFN2;19971031;-5.6
SLFFN2;19971101;-3.4
SLFFN2;19971102;-2.0
SLFFN2;19971103;-1.3
SLFFN2;19971104;-2.7
SLFFN2;19971105;-3.3
SLFFN2;19971106;-0.3
SLFFN2;19971107;-1.6
SLFFN2;19971108;-3.9
SLFFN2;19971109;-5.8
SLFFN2;19971110;-6.2
SLFFN2;19971111;-6.5
SLFFN2;19971112;-7.7
SLFFN2;19971113;-9.9
SLFFN2;19971114;-9.6
SLFFN2;19971115;-2.2
SLFFN2;19971116;-0.8
SLFFN2;19971117;-2.5
SLFFN2;19971118;-2.9
SLFFN2;19971119;-3.8
SLFFN2;19971120;-5.0
SLFFN2;19971121;-7.3
SLFFN2;19971122;-7.2
SLFFN2;19971123;-7.3
SLFFN2;19971124;-4.7
SLFFN2;19971125;-5.5
SLFFN2;19971126;-5.5
SLFFN2;19971127;-3.8
SLFFN2;19971128;-2.5
SLFFN2;19971129;-6.3
SLFFN2;19971130;-7.9
SLFFN2;19971201;-9.4
SLFFN2;19971202;-11.2
SLFFN2;19971203;-16.1
SLFFN2;19971204;-12.8
SLFFN2;19971205;-11.4
SLFFN2;19971206;-7.2
SLFFN2;19971207;-0.2
SLFFN2;19971208;-1.8
SLFFN2;19971209;-6.3
SLFFN2;19971210;-3.4
SLFFN2;19971211;-0.8
SLFFN2;19971212;-8.0
SLFFN2;19971213;-12.2
SLFFN2;19971214;-11.5
SLFFN2;19971215;-15.3
SLFFN2;19971216;-16.1
SLFFN2;19971217;-12.0
SLFFN2;19971218;-6.5
SLFFN2;19971219;-6.2
SLFFN2;19971220;-6.9
SLFFN2;19971221;-8.1
SLFFN2;19971222;-7.0
SLFFN2;19971223;-5.6
SLFFN2;19971224;-1.5
SLFFN2;19971225;-0.2
SLFFN2;19971226;-7.7
SLFFN2;19971227;-10.3
SLFFN2;19971228;-13.5
SLFFN2;19971229;-10.1
SLFFN2;19971230;-5.3
SLFFN2;19971231;-6.5
SLFFN2;19980101;-
SLFFN2;19980102;-
SLFFN2;19980103;-5.6
SLFFN2;19980104;-6.1
SLFFN2;19980105;-8.4
SLFFN2;19980106;-6.8
SLFFN2;19980107;-5.5
SLFFN2;19980108;-4.2
SLFFN2;19980109;-1.6
SLFFN2;19980110;-0.4
SLFFN2;19980111;0.8
SLFFN2;19980112;0.1
SLFFN2;19980113;-6.0
SLFFN2;19980114;-7.9
SLFFN2;19980115;-7.8
SLFFN2;19980116;-6.7
SLFFN2;19980117;-10.8
SLFFN2;19980118;-5.5
SLFFN2;19980119;-9.5
SLFFN2;19980120;-14.3
SLFFN2;19980121;-14.7
SLFFN2;19980122;-13.9
SLFFN2;19980123;-9.9
SLFFN2;19980124;-
SLFFN2;19980125;-13.1
SLFFN2;19980126;-10.8
SLFFN2;19980127;-9.5
SLFFN2;19980128;-10.6
SLFFN2;19980129;-8.8
SLFFN2;19980130;-8.5
SLFFN2;19980131;-12.5
SLFFN2;19980201;-11.8
SLFFN2;19980202;-9.1
SLFFN2;19980203;-10.0
SLFFN2;19980204;-9.0
SLFFN2;19980205;-8.0
SLFFN2;19980206;-7.1
SLFFN2;19980207;-5.9
SLFFN2;19980208;-7.5
SLFFN2;19980209;-1.8
SLFFN2;19980210;-1.0
SLFFN2;19980211;0.2
SLFFN2;19980212;0.5
SLFFN2;19980213;1.2
SLFFN2;19980214;2.7
SLFFN2;19980215;0.0
SLFFN2;19980216;2.3
SLFFN2;19980217;-3.7
SLFFN2;19980218;1.6
SLFFN2;19980219;-
SLFFN2;19980220;1.6
SLFFN2;19980221;-2.4
SLFFN2;19980222;-7.7
SLFFN2;19980223;-9.1
SLFFN2;19980224;-5.0
SLFFN2;19980225;-1.6
SLFFN2;19980226;-1.4
SLFFN2;19980227;0.0
SLFFN2;19980228;-5.2
SLFFN2;19980301;-9.3
SLFFN2;19980302;-7.7
SLFFN2;19980303;-0.6
SLFFN2;19980304;2.2
SLFFN2;19980305;-8.5
SLFFN2;19980306;-3.9
SLFFN2;19980307;-2.8
SLFFN2;19980308;-7.4
SLFFN2;19980309;-11.8
SLFFN2;19980310;-12.4
SLFFN2;19980311;-10.0
SLFFN2;19980312;-9.5
SLFFN2;19980313;-10.4
SLFFN2;19980314;-5.3
SLFFN2;19980315;-3.4
SLFFN2;19980316;-1.8
SLFFN2;19980317;-0.2
SLFFN2;19980318;1.6
SLFFN2;19980319;-1.8
SLFFN2;19980320;-4.8
SLFFN2;19980321;-6.7
SLFFN2;19980322;-5.6
SLFFN2;19980323;-9.7
SLFFN2;19980324;-11.9
SLFFN2;19980325;-6.8
