 

stn;time;hns000y0
KOP;1961;28
KOP;1962;114
KOP;1963;80
KOP;1964;80
KOP;1965;119
KOP;1966;79
KOP;1967;38
KOP;1968;127
KOP;1969;93
KOP;1970;159
KOP;1971;48
KOP;1972;22
KOP;1973;87
KOP;1974;21
KOP;1975;28
KOP;1976;97
KOP;1977;77
KOP;1978;65
KOP;1979;115
KOP;1980;89
KOP;1981;149
KOP;1982;47
KOP;1983;37
KOP;1984;115
KOP;1985;81
KOP;1986;159
KOP;1987;69
KOP;1988;63
KOP;1989;6
KOP;1990;57
KOP;1991;52
KOP;1992;18
KOP;1993;38
KOP;1994;13
KOP;1995;80
KOP;1996;45
KOP;1997;15
KOP;1998;47
KOP;1999;116
KOP;2000;13
KOP;2001;38
KOP;2002;6
KOP;2003;33
KOP;2004;80
KOP;2005;100
KOP;2006;60
KOP;2007;15
KOP;2008;81
KOP;2009;64
KOP;2010;126
KOP;2011;30
KOP;2012;70
KOP;2013;91
KOP;2014;28
KOP;2015;49
KOP;2016;34
KOP;2017;60
KOP;2018;21
KOP;2019;34
KOP;2020;17
