 

stn;time;hns000y0
ANT;1967;867
ANT;1968;1084
ANT;1969;558
ANT;1970;930
ANT;1971;477
ANT;1972;527
ANT;1973;792
ANT;1974;906
ANT;1975;1008
ANT;1976;556
ANT;1977;628
ANT;1978;836
ANT;1979;740
ANT;1980;741
ANT;1981;1044
ANT;1982;585
ANT;1983;729
ANT;1984;747
ANT;1985;545
ANT;1986;731
ANT;1987;517
ANT;1988;642
ANT;1989;416
ANT;1990;626
ANT;1991;481
ANT;1992;607
ANT;1993;503
ANT;1994;424
ANT;1995;861
ANT;1996;556
ANT;1997;397
ANT;1998;529
ANT;1999;1190
ANT;2000;612
ANT;2001;618
ANT;2002;524
ANT;2003;539
ANT;2004;670
ANT;2005;618
ANT;2006;550
ANT;2007;509
ANT;2008;777
ANT;2009;839
ANT;2010;654
ANT;2011;499
ANT;2012;810
ANT;2013;606
ANT;2014;551
ANT;2015;469
ANT;2016;503
ANT;2017;692
ANT;2018;557
ANT;2019;784
ANT;2020;431
