 

stn;time;rsd300y0
STU;1900;5
STU;1901;1
STU;1902;6
STU;1903;2
STU;1904;4
STU;1905;2
STU;1906;2
STU;1907;2
STU;1908;5
STU;1909;1
STU;1910;6
STU;1911;0
STU;1912;5
STU;1913;1
STU;1914;6
STU;1915;5
STU;1916;4
STU;1917;4
STU;1918;6
STU;1919;3
STU;1920;0
STU;1921;4
STU;1922;4
STU;1923;6
STU;1924;4
STU;1925;2
STU;1926;3
STU;1927;6
STU;1928;4
STU;1929;2
STU;1930;4
STU;1931;5
STU;1932;5
STU;1933;3
STU;1934;2
STU;1935;7
STU;1936;3
STU;1937;3
STU;1938;5
STU;1939;8
STU;1940;12
STU;1941;0
STU;1942;2
STU;1943;0
STU;1944;7
STU;1945;5
STU;1946;4
STU;1947;1
STU;1948;5
STU;1949;0
STU;1950;3
STU;1951;3
STU;1952;4
STU;1953;4
STU;1954;4
STU;1955;8
STU;1956;5
STU;1957;3
STU;1958;6
STU;1959;1
STU;1960;2
STU;1961;4
STU;1962;4
STU;1963;2
STU;1964;3
STU;1965;6
STU;1966;4
STU;1967;1
STU;1968;6
STU;1969;1
STU;1970;0
STU;1971;6
STU;1972;8
STU;1973;3
STU;1974;3
STU;1975;2
STU;1976;2
STU;1977;5
STU;1978;4
STU;1979;3
STU;1980;4
STU;1981;6
STU;1982;5
STU;1983;2
STU;1984;3
STU;1985;2
STU;1986;6
STU;1987;5
STU;1988;2
STU;1989;4
STU;1990;8
STU;1991;7
STU;1992;5
STU;1993;7
STU;1994;4
STU;1995;7
STU;1996;2
STU;1997;3
STU;1998;4
STU;1999;4
STU;2000;3
STU;2001;2
STU;2002;1
STU;2003;2
STU;2004;2
STU;2005;3
STU;2006;3
STU;2007;4
STU;2008;7
STU;2009;4
STU;2010;4
STU;2011;1
STU;2012;0
STU;2013;6
STU;2014;4
STU;2015;4
STU;2016;3
STU;2017;5
STU;2018;3
STU;2019;1
STU;2020;1
