 

stn;time;rhh150mx
VSSOR;201306;9.9
VSSOR;201307;16.4
VSSOR;201308;6.0
VSSOR;201309;5.4
VSSOR;201310;5.4
VSSOR;201311;7.5
VSSOR;201312;2.6
VSSOR;201401;5.3
VSSOR;201402;4.3
VSSOR;201403;1.9
VSSOR;201404;3.3
VSSOR;201405;4.9
VSSOR;201406;6.6
VSSOR;201407;15.4
VSSOR;201408;10.8
VSSOR;201409;5.7
VSSOR;201410;7.4
VSSOR;201411;3.1
VSSOR;201412;2.9
VSSOR;201501;3.4
VSSOR;201502;1.6
VSSOR;201503;3.3
VSSOR;201504;4.6
VSSOR;201505;9.4
VSSOR;201506;17.7
VSSOR;201507;16.3
VSSOR;201508;4.9
VSSOR;201509;5.8
VSSOR;201510;5.0
VSSOR;201511;5.9
VSSOR;201512;3.6
VSSOR;201601;5.0
VSSOR;201602;4.9
VSSOR;201603;2.4
VSSOR;201604;3.6
VSSOR;201605;4.5
VSSOR;201606;6.4
VSSOR;201607;10.9
VSSOR;201608;5.0
VSSOR;201609;6.6
VSSOR;201610;3.8
VSSOR;201611;4.0
