 

stn;time;rsd300y0
GIN;1900;8
GIN;1901;4
GIN;1902;7
GIN;1903;3
GIN;1904;2
GIN;1905;5
GIN;1906;4
GIN;1907;5
GIN;1908;4
GIN;1909;3
GIN;1910;8
GIN;1911;0
GIN;1912;1
GIN;1913;2
GIN;1914;1
GIN;1915;3
GIN;1916;3
GIN;1917;4
GIN;1918;7
GIN;1919;6
GIN;1920;1
GIN;1921;2
GIN;1922;5
GIN;1923;1
GIN;1924;7
GIN;1925;3
GIN;1926;4
GIN;1927;4
GIN;1928;5
GIN;1929;1
GIN;1930;8
GIN;1931;6
GIN;1932;3
GIN;1933;4
GIN;1934;4
GIN;1935;4
GIN;1936;4
GIN;1937;1
GIN;1938;5
GIN;1939;9
GIN;1940;13
GIN;1941;2
GIN;1942;5
GIN;1943;2
GIN;1944;6
GIN;1945;3
GIN;1946;4
GIN;1947;1
GIN;1948;3
GIN;1949;0
GIN;1950;2
GIN;1951;6
GIN;1952;6
GIN;1953;3
GIN;1954;8
GIN;1955;3
GIN;1956;5
GIN;1957;7
GIN;1958;8
GIN;1959;6
GIN;1960;5
GIN;1961;3
GIN;1962;2
GIN;1963;5
GIN;1964;4
GIN;1965;6
GIN;1966;4
GIN;1967;3
GIN;1968;5
GIN;1969;4
GIN;1970;6
GIN;1971;7
GIN;1972;8
GIN;1973;2
GIN;1974;7
GIN;1975;8
GIN;1976;5
GIN;1977;4
GIN;1978;7
GIN;1979;7
GIN;1980;4
GIN;1981;9
GIN;1982;9
GIN;1983;11
GIN;1984;9
GIN;1985;7
GIN;1986;11
GIN;1987;8
GIN;1988;4
GIN;1989;6
GIN;1990;4
GIN;1991;5
GIN;1992;5
GIN;1993;9
GIN;1994;4
GIN;1995;13
GIN;1996;2
GIN;1997;4
GIN;1998;6
GIN;1999;8
GIN;2000;4
GIN;2001;4
GIN;2002;10
GIN;2003;3
GIN;2004;1
GIN;2005;5
GIN;2006;6
GIN;2007;6
GIN;2008;5
GIN;2009;4
GIN;2010;6
GIN;2011;8
