 

stn;time;rhh150mx
NEU;201211;4.7
NEU;201212;3.9
NEU;201301;2.3
NEU;201302;3.3
NEU;201303;2.2
NEU;201304;4.9
NEU;201305;4.3
NEU;201306;22.2
NEU;201307;23.3
NEU;201308;6.4
NEU;201309;10.6
NEU;201310;7.0
NEU;201311;4.2
NEU;201312;4.7
NEU;201401;6.7
NEU;201402;5.3
NEU;201403;3.4
NEU;201404;9.1
NEU;201405;7.2
NEU;201406;9.1
NEU;201407;14.4
NEU;201408;5.3
NEU;201409;5.9
NEU;201410;4.7
NEU;201411;3.6
NEU;201412;3.5
NEU;201501;3.3
NEU;201502;3.2
NEU;201503;3.9
NEU;201504;5.6
NEU;201505;6.0
NEU;201506;17.2
NEU;201507;5.0
NEU;201508;18.9
NEU;201509;6.4
NEU;201510;5.1
NEU;201511;6.0
NEU;201512;1.8
NEU;201601;2.9
NEU;201602;6.0
NEU;201603;5.1
NEU;201604;6.2
NEU;201605;10.8
NEU;201606;7.4
NEU;201607;5.6
NEU;201608;6.3
NEU;201609;3.5
NEU;201610;5.2
NEU;201611;4.7
NEU;201612;0.0
NEU;201701;2.6
NEU;201702;6.0
NEU;201703;3.6
NEU;201704;2.3
NEU;201705;10.6
NEU;201706;6.8
NEU;201707;17.3
NEU;201708;8.1
NEU;201709;2.3
NEU;201710;3.2
NEU;201711;4.8
NEU;201712;6.4
NEU;201801;4.3
NEU;201802;2.5
NEU;201803;3.6
NEU;201804;3.7
NEU;201805;7.9
NEU;201806;10.4
NEU;201807;30.6
NEU;201808;9.2
NEU;201809;5.8
NEU;201810;2.1
NEU;201811;3.6
NEU;201812;6.0
NEU;201901;2.3
NEU;201902;5.1
NEU;201903;2.7
NEU;201904;4.1
NEU;201905;6.4
NEU;201906;14.4
NEU;201907;20.6
NEU;201908;12.3
NEU;201909;5.4
NEU;201910;9.2
NEU;201911;3.3
NEU;201912;3.9
NEU;202001;2.4
NEU;202002;5.4
NEU;202003;4.7
NEU;202004;4.3
NEU;202005;10.2
NEU;202006;7.9
NEU;202007;10.0
NEU;202008;7.2
NEU;202009;10.4
NEU;202010;9.5
NEU;202011;4.6
NEU;202012;3.9
NEU;202101;3.9
NEU;202102;2.7
NEU;202103;3.3
