 

stn;time;breclod0
HEB;20050601;0
HEB;20050602;0
HEB;20050603;1
HEB;20050604;0
HEB;20050605;0
HEB;20050606;0
HEB;20050607;0
HEB;20050608;0
HEB;20050609;0
HEB;20050610;0
HEB;20050611;0
HEB;20050612;0
HEB;20050613;1
HEB;20050614;0
HEB;20050615;0
HEB;20050616;0
HEB;20050617;0
HEB;20050618;0
HEB;20050619;0
HEB;20050620;0
HEB;20050621;0
HEB;20050622;0
HEB;20050623;0
HEB;20050624;0
HEB;20050625;0
HEB;20050626;0
HEB;20050627;0
HEB;20050628;0
HEB;20050629;0
HEB;20050630;0
HEB;20050701;0
HEB;20050702;0
HEB;20050703;0
HEB;20050704;0
HEB;20050705;0
HEB;20050706;0
HEB;20050707;0
HEB;20050708;0
HEB;20050709;0
HEB;20050710;0
HEB;20050711;0
HEB;20050712;0
HEB;20050713;0
HEB;20050714;0
HEB;20050715;0
HEB;20050716;1
HEB;20050717;0
HEB;20050718;1
HEB;20050719;0
HEB;20050720;0
HEB;20050721;0
HEB;20050722;0
HEB;20050723;0
HEB;20050724;2
HEB;20050725;0
HEB;20050726;0
HEB;20050727;0
HEB;20050728;0
HEB;20050729;3
HEB;20050730;0
HEB;20050731;0
HEB;20050801;0
HEB;20050802;0
HEB;20050803;0
HEB;20050804;0
HEB;20050805;0
HEB;20050806;0
HEB;20050807;0
HEB;20050808;0
HEB;20050809;0
HEB;20050810;0
HEB;20050811;0
HEB;20050812;0
HEB;20050813;0
HEB;20050814;0
HEB;20050815;0
HEB;20050816;0
HEB;20050817;0
HEB;20050818;1
HEB;20050819;0
HEB;20050820;0
HEB;20050821;0
HEB;20050822;0
HEB;20050823;0
HEB;20050824;0
HEB;20050825;0
HEB;20050826;0
HEB;20050827;0
HEB;20050828;0
HEB;20050829;0
HEB;20050830;0
HEB;20050831;0
HEB;20050901;0
HEB;20050902;0
HEB;20050903;0
HEB;20050904;0
HEB;20050905;0
HEB;20050906;0
HEB;20050907;0
HEB;20050908;0
HEB;20050909;2
HEB;20050910;0
HEB;20050911;0
HEB;20050912;0
HEB;20050913;0
HEB;20050914;0
HEB;20050915;0
HEB;20050916;0
HEB;20050917;0
HEB;20050918;0
HEB;20050919;0
HEB;20050920;0
HEB;20050921;0
HEB;20050922;0
HEB;20050923;0
HEB;20050924;0
HEB;20050925;0
HEB;20050926;0
HEB;20050927;0
HEB;20050928;0
HEB;20050929;0
HEB;20050930;0
HEB;20051001;0
HEB;20051002;0
HEB;20051003;0
HEB;20051004;0
HEB;20051005;0
HEB;20051006;0
HEB;20051007;0
HEB;20051008;0
HEB;20051009;0
HEB;20051010;0
HEB;20051011;0
HEB;20051012;0
HEB;20051013;0
HEB;20051014;0
HEB;20051015;0
HEB;20051016;0
HEB;20051017;0
HEB;20051018;0
HEB;20051019;0
HEB;20051020;0
HEB;20051021;0
HEB;20051022;1
HEB;20051023;0
HEB;20051024;0
HEB;20051025;0
HEB;20051026;0
HEB;20051027;0
HEB;20051028;0
HEB;20051029;0
HEB;20051030;0
HEB;20051031;0
HEB;20051101;0
HEB;20051102;0
HEB;20051103;0
