 

stn;time;fu3010m1
PIO;198101;79.6
PIO;198102;49.3
PIO;198103;50.8
PIO;198104;60.1
PIO;198105;49.0
PIO;198106;59.0
PIO;198107;54.4
PIO;198108;50.4
PIO;198109;68.0
PIO;198110;48.2
PIO;198111;76.3
PIO;198112;70.9
PIO;198201;57.6
PIO;198202;52.2
PIO;198203;56.5
PIO;198204;55.8
PIO;198205;56.9
PIO;198206;50.0
PIO;198207;90.7
PIO;198208;44.6
PIO;198209;56.5
PIO;198210;44.3
PIO;198211;52.6
PIO;198212;63.7
PIO;198301;66.2
PIO;198302;58.7
PIO;198303;70.2
PIO;198304;68.0
PIO;198305;50.0
PIO;198306;51.5
PIO;198307;56.9
PIO;198308;59.0
PIO;198309;67.7
PIO;198310;68.0
PIO;198311;59.8
PIO;198312;57.6
PIO;198401;52.9
PIO;198402;77.4
PIO;198403;78.5
PIO;198404;59.4
PIO;198405;55.1
PIO;198406;55.1
PIO;198407;63.0
PIO;198408;53.3
PIO;198409;50.4
PIO;198410;49.0
PIO;198411;41.0
PIO;198412;64.8
PIO;198501;52.6
PIO;198502;94.7
PIO;198503;69.1
PIO;198504;65.5
PIO;198505;58.0
PIO;198506;54.4
PIO;198507;48.2
PIO;198508;66.6
PIO;198509;47.9
PIO;198510;52.6
PIO;198511;64.1
PIO;198512;52.6
PIO;198601;58.3
PIO;198602;62.3
PIO;198603;53.6
PIO;198604;61.6
PIO;198605;55.1
PIO;198606;67.3
PIO;198607;52.2
PIO;198608;77.0
PIO;198609;49.3
PIO;198610;52.6
PIO;198611;56.2
PIO;198612;55.4
PIO;198701;68.4
PIO;198702;55.1
PIO;198703;56.9
PIO;198704;58.3
PIO;198705;62.6
PIO;198706;54.7
PIO;198707;56.2
PIO;198708;66.2
PIO;198709;57.2
PIO;198710;46.4
PIO;198711;54.7
PIO;198712;54.4
PIO;198801;47.9
PIO;198802;68.4
PIO;198803;56.5
PIO;198804;49.0
PIO;198805;48.2
PIO;198806;50.8
PIO;198807;54.4
PIO;198808;55.4
PIO;198809;49.3
PIO;198810;41.4
PIO;198811;62.3
PIO;198812;96.1
PIO;198901;60.5
PIO;198902;53.3
PIO;198903;64.1
PIO;198904;49.7
PIO;198905;67.0
PIO;198906;72.7
PIO;198907;78.1
PIO;198908;77.4
PIO;198909;60.8
PIO;198910;62.6
PIO;198911;48.2
PIO;198912;49.7
PIO;199001;47.9
PIO;199002;88.2
PIO;199003;59.4
PIO;199004;51.5
PIO;199005;72.7
PIO;199006;51.1
PIO;199007;55.1
PIO;199008;70.9
PIO;199009;49.0
PIO;199010;51.1
PIO;199011;66.2
PIO;199012;60.1
PIO;199101;43.2
PIO;199102;44.6
PIO;199103;67.0
PIO;199104;59.0
PIO;199105;64.4
PIO;199106;54.4
PIO;199107;61.2
PIO;199108;66.2
PIO;199109;51.8
PIO;199110;59.4
PIO;199111;51.8
PIO;199112;74.9
PIO;199201;46.4
PIO;199202;58.3
PIO;199203;65.5
PIO;199204;60.1
PIO;199205;50.4
PIO;199206;47.9
PIO;199207;55.1
PIO;199208;61.6
PIO;199209;65.9
PIO;199210;55.4
PIO;199211;57.6
PIO;199212;54.7
PIO;199301;55.4
PIO;199302;82.8
PIO;199303;72.4
PIO;199304;52.9
PIO;199305;48.2
PIO;199306;71.3
PIO;199307;61.6
PIO;199308;64.1
PIO;199309;54.4
PIO;199310;49.7
PIO;199311;66.2
PIO;199312;52.9
PIO;199401;74.2
PIO;199402;42.8
PIO;199403;56.9
PIO;199404;51.5
PIO;199405;54.7
PIO;199406;64.4
PIO;199407;52.2
PIO;199408;62.6
PIO;199409;62.6
PIO;199410;50.4
PIO;199411;47.9
PIO;199412;68.8
PIO;199501;68.4
PIO;199502;54.4
PIO;199503;79.2
PIO;199504;72.0
PIO;199505;50.8
PIO;199506;51.5
PIO;199507;49.3
PIO;199508;61.6
PIO;199509;49.3
PIO;199510;36.4
PIO;199511;69.8
PIO;199512;63.7
PIO;199601;42.8
PIO;199602;60.8
PIO;199603;76.0
PIO;199604;54.4
PIO;199605;67.0
PIO;199606;53.3
PIO;199607;64.8
PIO;199608;47.9
PIO;199609;54.7
PIO;199610;59.4
PIO;199611;53.3
