 

stn;time;tre200y0
DLATT;1972;7.0
DLATT;1973;7.1
DLATT;1974;8.0
DLATT;1975;7.8
DLATT;1976;7.5
DLATT;1977;8.1
DLATT;1978;6.9
DLATT;1979;7.5
DLATT;1980;6.8
DLATT;1981;7.6
DLATT;1982;8.1
DLATT;1983;8.1
DLATT;1984;6.8
DLATT;1985;6.8
DLATT;1986;7.4
DLATT;1987;7.2
DLATT;1988;8.4
DLATT;1989;8.4
DLATT;1990;8.7
DLATT;1991;7.4
DLATT;1992;8.8
DLATT;1993;8.0
DLATT;1994;9.5
DLATT;1995;8.0
DLATT;1996;6.6
DLATT;1997;8.4
DLATT;1998;8.6
DLATT;1999;8.4
DLATT;2000;9.3
DLATT;2001;8.4
DLATT;2002;9.2
DLATT;2003;8.9
DLATT;2004;8.1
DLATT;2005;7.8
DLATT;2006;8.4
DLATT;2007;8.9
DLATT;2008;8.8
DLATT;2009;8.6
DLATT;2010;7.5
DLATT;2011;9.0
DLATT;2012;8.6
DLATT;2013;8.0
DLATT;2014;9.5
DLATT;2015;9.5
DLATT;2016;9.1
DLATT;2017;8.9
DLATT;2018;9.9
DLATT;2019;9.6
DLATT;2020;9.6
