 

stn;time;rre150yx
CLA;1900;39.7
CLA;1901;39.2
CLA;1902;49.5
CLA;1903;66.5
CLA;1904;36.8
CLA;1905;58.4
CLA;1906;36.7
CLA;1907;55.5
CLA;1908;40.6
CLA;1909;29.2
CLA;1910;44.7
CLA;1911;36.1
CLA;1912;56.5
CLA;1913;34.0
CLA;1914;53.8
CLA;1915;48.3
CLA;1916;37.6
CLA;1917;70.0
CLA;1918;39.0
CLA;1919;42.7
CLA;1920;28.6
CLA;1921;23.5
CLA;1922;113.2
CLA;1923;45.5
CLA;1924;41.0
CLA;1925;35.0
CLA;1926;45.0
CLA;1927;40.2
CLA;1928;50.0
CLA;1929;39.2
CLA;1930;49.1
CLA;1931;35.8
CLA;1932;37.7
CLA;1933;38.3
CLA;1934;58.0
CLA;1935;48.5
CLA;1936;46.3
CLA;1937;38.8
CLA;1938;53.2
CLA;1939;41.1
CLA;1940;52.7
CLA;1941;38.6
CLA;1942;31.6
CLA;1943;38.2
CLA;1944;51.3
CLA;1945;32.3
CLA;1946;45.7
CLA;1947;42.8
CLA;1948;40.4
CLA;1949;52.8
CLA;1950;60.7
CLA;1951;49.2
CLA;1952;47.4
CLA;1953;45.2
CLA;1954;77.3
CLA;1955;60.7
CLA;1956;39.4
CLA;1957;40.6
CLA;1958;59.8
CLA;1959;47.0
CLA;1960;53.7
CLA;1961;53.0
CLA;1962;31.0
CLA;1963;55.6
CLA;1964;42.8
CLA;1965;60.0
CLA;1966;36.2
CLA;1967;29.1
CLA;1968;86.0
CLA;1969;48.7
CLA;1970;58.9
CLA;1971;45.1
CLA;1972;32.9
CLA;1973;83.6
CLA;1974;55.3
CLA;1975;53.9
CLA;1976;56.6
CLA;1977;60.4
CLA;1978;70.7
CLA;1979;39.8
CLA;1980;93.1
CLA;1981;64.1
CLA;1982;52.6
CLA;1983;54.4
CLA;1984;50.3
CLA;1985;57.6
CLA;1986;54.0
CLA;1987;68.3
CLA;1988;47.0
CLA;1989;44.5
CLA;1990;49.9
CLA;1991;55.5
CLA;1992;50.9
CLA;1993;59.3
CLA;1994;86.2
CLA;1995;68.7
CLA;1996;50.9
CLA;1997;52.6
CLA;1998;53.3
CLA;1999;54.9
CLA;2000;36.7
CLA;2001;52.2
CLA;2002;44.7
CLA;2003;47.9
CLA;2004;33.8
