 

stn;time;tnd00xy0
IYANT;1992;7
IYANT;1993;19
IYANT;1994;8
IYANT;1995;31
IYANT;1996;20
IYANT;1997;6
IYANT;1998;17
IYANT;1999;42
IYANT;2000;19
IYANT;2001;36
IYANT;2002;12
IYANT;2003;26
IYANT;2004;39
IYANT;2005;57
IYANT;2006;34
IYANT;2007;21
IYANT;2008;29
IYANT;2009;35
IYANT;2010;58
IYANT;2011;22
IYANT;2012;49
IYANT;2013;33
IYANT;2014;10
IYANT;2015;12
IYANT;2016;18
IYANT;2017;37
IYANT;2018;34
