 

stn;time;rzz150mx
SHA;198107;5.5
SHA;198108;1.8
SHA;198109;2.4
SHA;198110;5.0
SHA;198111;1.1
SHA;198112;1.8
SHA;198201;1.4
SHA;198202;0.5
SHA;198203;1.4
SHA;198204;1.3
SHA;198205;6.0
SHA;198206;5.9
SHA;198207;6.2
SHA;198208;1.5
SHA;198209;3.9
SHA;198210;1.4
SHA;198211;1.0
SHA;198212;2.4
SHA;198301;1.5
SHA;198302;0.8
SHA;198303;1.0
SHA;198304;1.3
SHA;198305;1.3
SHA;198306;5.0
SHA;198307;3.4
SHA;198308;8.4
SHA;198309;2.5
SHA;198310;1.6
SHA;198311;1.9
SHA;198312;1.0
SHA;198401;2.2
SHA;198402;2.3
SHA;198403;0.7
SHA;198404;0.6
SHA;198405;3.7
SHA;198406;5.8
SHA;198407;30.5
SHA;198408;3.5
SHA;198409;2.3
SHA;198410;1.4
SHA;198411;1.6
SHA;198412;0.6
SHA;198501;0.7
SHA;198502;0.7
SHA;198503;0.6
SHA;198504;1.5
SHA;198505;3.2
SHA;198506;9.1
SHA;198507;1.3
SHA;198508;8.0
SHA;198509;2.9
SHA;198510;1.0
SHA;198511;2.9
SHA;198512;1.2
SHA;198601;2.6
SHA;198602;0.8
SHA;198603;2.5
SHA;198604;1.8
SHA;198605;2.3
SHA;198606;5.8
SHA;198607;5.5
SHA;198608;10.2
SHA;198609;4.9
SHA;198610;7.4
SHA;198611;1.0
SHA;198612;1.7
SHA;198701;1.2
SHA;198702;0.9
SHA;198703;2.5
SHA;198704;2.5
SHA;198705;3.7
SHA;198706;1.8
SHA;198707;11.4
SHA;198708;1.6
SHA;198709;5.2
SHA;198710;1.5
SHA;198711;2.5
SHA;198712;1.0
SHA;198801;1.3
SHA;198802;1.5
SHA;198803;3.0
SHA;198804;1.6
SHA;198805;4.1
SHA;198806;4.4
SHA;198807;4.9
SHA;198808;4.8
SHA;198809;1.9
SHA;198810;1.8
SHA;198811;3.8
SHA;198812;2.4
SHA;198901;0.5
SHA;198902;1.6
SHA;198903;1.1
SHA;198904;1.6
SHA;198905;1.8
SHA;198906;2.5
SHA;198907;3.7
SHA;198908;23.8
SHA;198909;1.8
SHA;198910;1.3
SHA;198911;0.8
SHA;198912;1.2
SHA;199001;1.6
SHA;199002;2.5
SHA;199003;1.4
SHA;199004;3.3
SHA;199005;2.9
SHA;199006;10.6
SHA;199007;9.8
SHA;199008;2.2
SHA;199009;2.5
SHA;199010;2.8
SHA;199011;2.0
SHA;199012;0.9
SHA;199101;1.0
SHA;199102;1.0
SHA;199103;0.6
SHA;199104;1.8
SHA;199105;2.2
SHA;199106;3.7
SHA;199107;3.9
SHA;199108;4.5
SHA;199109;6.4
SHA;199110;0.5
SHA;199111;1.4
SHA;199112;1.5
SHA;199201;0.6
SHA;199202;1.0
SHA;199203;1.4
SHA;199204;1.6
SHA;199205;0.9
SHA;199206;18.6
