 

stn;time;rs1000y0
DLSIZ;1947;0
DLSIZ;1948;0
DLSIZ;1949;0
DLSIZ;1950;0
DLSIZ;1951;0
DLSIZ;1952;0
DLSIZ;1953;0
DLSIZ;1954;0
DLSIZ;1955;0
DLSIZ;1956;0
DLSIZ;1957;0
DLSIZ;1958;0
DLSIZ;1959;0
DLSIZ;1960;0
DLSIZ;1961;0
DLSIZ;1962;0
DLSIZ;1963;0
DLSIZ;1964;0
DLSIZ;1965;0
DLSIZ;1966;0
DLSIZ;1967;0
DLSIZ;1968;1
DLSIZ;1969;0
DLSIZ;1970;0
DLSIZ;1971;0
DLSIZ;1972;0
DLSIZ;1973;0
DLSIZ;1974;0
DLSIZ;1975;0
DLSIZ;1976;0
DLSIZ;1977;0
DLSIZ;1978;0
DLSIZ;1979;0
DLSIZ;1980;0
DLSIZ;1981;0
DLSIZ;1982;0
DLSIZ;1983;0
DLSIZ;1984;0
DLSIZ;1985;0
DLSIZ;1986;0
DLSIZ;1987;0
DLSIZ;1988;0
DLSIZ;1989;0
DLSIZ;1990;0
DLSIZ;1991;1
DLSIZ;1992;0
DLSIZ;1993;0
DLSIZ;1994;0
DLSIZ;1995;0
DLSIZ;1996;0
DLSIZ;1997;0
DLSIZ;1998;0
DLSIZ;1999;0
DLSIZ;2000;0
DLSIZ;2001;0
DLSIZ;2002;0
DLSIZ;2003;0
DLSIZ;2004;0
DLSIZ;2005;0
DLSIZ;2006;0
DLSIZ;2007;0
DLSIZ;2008;0
DLSIZ;2009;0
DLSIZ;2010;1
DLSIZ;2011;0
DLSIZ;2012;0
DLSIZ;2013;0
DLSIZ;2014;0
DLSIZ;2015;0
