 

stn;time;tnd00xy0
DLSIG;1978;38
DLSIG;1979;23
DLSIG;1980;41
DLSIG;1981;40
DLSIG;1982;20
DLSIG;1983;36
DLSIG;1984;32
DLSIG;1985;55
DLSIG;1986;44
DLSIG;1987;49
DLSIG;1988;11
DLSIG;1989;20
DLSIG;1990;28
DLSIG;1991;35
DLSIG;1992;17
DLSIG;1993;28
DLSIG;1994;15
DLSIG;1995;27
DLSIG;1996;42
DLSIG;1997;23
DLSIG;1998;27
DLSIG;1999;24
DLSIG;2000;10
DLSIG;2001;18
DLSIG;2002;19
DLSIG;2003;30
DLSIG;2004;28
DLSIG;2005;45
DLSIG;2006;33
DLSIG;2007;16
DLSIG;2008;18
DLSIG;2009;30
DLSIG;2010;49
DLSIG;2011;18
DLSIG;2012;28
DLSIG;2013;31
DLSIG;2014;5
DLSIG;2015;13
