 

stn;time;hns000mx
VAZ;196909;0
VAZ;196910;0
VAZ;196911;12
VAZ;196912;10
VAZ;197001;1
VAZ;197002;24
VAZ;197003;14
VAZ;197004;5
VAZ;197005;0
VAZ;197006;0
VAZ;197007;0
VAZ;197008;0
VAZ;197009;0
VAZ;197010;0
VAZ;197011;0
VAZ;197012;7
VAZ;197101;0
VAZ;197102;5
VAZ;197103;1
VAZ;197104;0
VAZ;197105;0
VAZ;197106;0
VAZ;197107;0
VAZ;197108;0
VAZ;197109;0
VAZ;197110;0
VAZ;197111;18
VAZ;197112;0
VAZ;197201;10
VAZ;197202;0
VAZ;197203;0
VAZ;197204;0
VAZ;197205;0
VAZ;197206;0
VAZ;197207;0
VAZ;197208;0
VAZ;197209;0
VAZ;197210;0
VAZ;197211;0
VAZ;197212;0
VAZ;197301;0
VAZ;197302;7
VAZ;197303;3
VAZ;197304;0
VAZ;197305;0
VAZ;197306;0
VAZ;197307;0
VAZ;197308;0
VAZ;197309;0
VAZ;197310;0
VAZ;197311;10
VAZ;197312;2
VAZ;197401;0
VAZ;197402;14
VAZ;197403;5
VAZ;197404;0
VAZ;197405;0
VAZ;197406;0
VAZ;197407;0
VAZ;197408;0
VAZ;197409;0
VAZ;197410;0
VAZ;197411;0
VAZ;197412;6
VAZ;197501;0
VAZ;197502;0
VAZ;197503;2
VAZ;197504;8
VAZ;197505;0
VAZ;197506;0
VAZ;197507;0
VAZ;197508;0
VAZ;197509;0
VAZ;197510;0
VAZ;197511;0
VAZ;197512;0
VAZ;197601;2
VAZ;197602;20
VAZ;197603;7
VAZ;197604;8
VAZ;197605;0
VAZ;197606;0
VAZ;197607;0
VAZ;197608;0
VAZ;197609;0
VAZ;197610;0
VAZ;197611;0
VAZ;197612;8
VAZ;197701;23
VAZ;197702;0
VAZ;197703;0
VAZ;197704;0
VAZ;197705;0
VAZ;197706;0
VAZ;197707;0
VAZ;197708;0
VAZ;197709;0
VAZ;197710;0
VAZ;197711;2
VAZ;197712;0
VAZ;197801;5
VAZ;197802;13
VAZ;197803;2
VAZ;197804;0
VAZ;197805;0
VAZ;197806;0
VAZ;197807;0
VAZ;197808;0
VAZ;197809;0
VAZ;197810;0
VAZ;197811;1
VAZ;197812;0
VAZ;197901;7
VAZ;197902;1
VAZ;197903;0
VAZ;197904;0
VAZ;197905;0
VAZ;197906;0
VAZ;197907;0
VAZ;197908;0
VAZ;197909;0
VAZ;197910;0
VAZ;197911;0
VAZ;197912;5
VAZ;198001;12
VAZ;198002;0
VAZ;198003;3
VAZ;198004;0
VAZ;198005;0
VAZ;198006;0
VAZ;198007;0
VAZ;198008;0
VAZ;198009;0
VAZ;198010;0
VAZ;198011;5
VAZ;198012;6
VAZ;198101;13
VAZ;198102;4
VAZ;198103;3
VAZ;198104;0
VAZ;198105;0
VAZ;198106;0
VAZ;198107;0
VAZ;198108;0
VAZ;198109;0
VAZ;198110;0
VAZ;198111;0
VAZ;198112;16
VAZ;198201;5
VAZ;198202;14
VAZ;198203;6
VAZ;198204;0
VAZ;198205;0
VAZ;198206;0
VAZ;198207;0
VAZ;198208;0
VAZ;198209;0
VAZ;198210;0
VAZ;198211;0
VAZ;198212;3
VAZ;198301;3
VAZ;198302;34
VAZ;198303;5
VAZ;198304;0
VAZ;198305;0
VAZ;198306;0
VAZ;198307;0
VAZ;198308;0
VAZ;198309;0
VAZ;198310;0
VAZ;198311;0
VAZ;198312;0
VAZ;198401;17
VAZ;198402;5
VAZ;198403;6
VAZ;198404;2
VAZ;198405;0
VAZ;198406;0
VAZ;198407;0
VAZ;198408;0
VAZ;198409;0
VAZ;198410;0
VAZ;198411;0
VAZ;198412;0
VAZ;198501;4
VAZ;198502;6
VAZ;198503;6
VAZ;198504;0
VAZ;198505;0
VAZ;198506;0
VAZ;198507;0
VAZ;198508;0
VAZ;198509;0
VAZ;198510;0
VAZ;198511;3
VAZ;198512;0
VAZ;198601;13
VAZ;198602;9
VAZ;198603;0
VAZ;198604;0
VAZ;198605;0
VAZ;198606;0
